,Benchmark,Hardware Vendor,System,avg. watts @ 100%,avg. watts @ active idle,Chips,# Cores Per Chip,# Threads Per Core,CPU Description,Processor MHz,Total Memory (GB),Total Threads
393,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen10,474.0,56.8,2,28,2,Intel Xeon Platinum 8280,2700,192,112
394,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen10,435.0,64.2,2,28,2,Intel Xeon Platinum 8280,2700,192,112
395,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen10,471.0,59.4,2,28,2,Intel Xeon Platinum 8180,2500,192,112
396,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen10,459.0,58.1,2,28,2,Intel Xeon Platinum 8180,2500,192,112
397,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen11,704.0,208.0,2,56,2,Intel Xeon Platinum 8480+,2000,256,224
398,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen11,611.0,154.0,2,56,2,Intel Xeon Platinum 8480+,2000,256,224
399,power_ssj2008,Hewlett Packard Enterprise,Superdome Flex 280 - 4 Socket,1117.0,258.0,4,28,2,Intel Xeon Platinum 8380HL,2900,768,224
400,power_ssj2008,Hewlett Packard Enterprise,Superdome Flex 280 - 4 Socket,1158.0,254.0,4,28,2,Intel Xeon Platinum 8380HL,2900,768,224
401,power_ssj2008,Hewlett Packard Enterprise,Superdome Flex 280 - 8 Socket,2148.0,500.0,8,28,2,Intel Xeon Platinum 8380HL,2900,1536,448
402,power_ssj2008,Hewlett Packard Enterprise,Superdome Flex 280 - 8 Socket,2132.0,503.0,8,28,2,Intel Xeon Platinum 8380HL,2900,1536,448
403,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,2295.0,459.0,10,28,2,Intel Xeon Platinum 8280,2700,960,560
404,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,1860.0,398.0,8,28,2,Intel Xeon Platinum 8280,2700,768,448
405,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,1418.0,328.0,6,28,2,Intel Xeon Platinum 8280,2700,576,336
406,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,982.0,257.0,4,28,2,Intel Xeon Platinum 8280,2700,384,224
407,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,4975.0,845.0,22,28,2,Intel Xeon Platinum 8280,2700,2112,1232
408,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,4519.0,779.0,20,28,2,Intel Xeon Platinum 8280,2700,1920,1120
409,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,4073.0,714.0,18,28,2,Intel Xeon Platinum 8280,2700,1728,1008
410,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,3627.0,658.0,16,28,2,Intel Xeon Platinum 8280,2700,1536,896
411,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,3182.0,585.0,14,28,2,Intel Xeon Platinum 8280,2700,1344,784
412,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,2736.0,518.0,12,28,2,Intel Xeon Platinum 8280,2700,1152,672
413,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,5384.0,922.0,24,28,2,Intel Xeon Platinum 8280,2700,2304,1344
414,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,5938.0,807.0,24,28,2,Intel Xeon Platinum 8280,2700,2304,1344
415,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,5431.0,756.0,22,28,2,Intel Xeon Platinum 8280,2700,2112,1232
416,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,4940.0,700.0,20,28,2,Intel Xeon Platinum 8280,2700,1920,1120
417,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,4444.0,645.0,18,28,2,Intel Xeon Platinum 8280,2700,1728,1008
418,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,3958.0,598.0,16,28,2,Intel Xeon Platinum 8280,2700,1536,896
419,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,3472.0,535.0,14,28,2,Intel Xeon Platinum 8280,2700,1344,784
420,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,2980.0,477.0,12,28,2,Intel Xeon Platinum 8280,2700,1152,672
421,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,2494.0,425.0,10,28,2,Intel Xeon Platinum 8280,2700,960,560
422,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,5402.0,864.0,22,28,2,Intel Xeon Platinum 8180,2500,2,1232
423,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,4918.0,814.0,20,28,2,Intel Xeon Platinum 8180,2500,1920,1120
424,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,4444.0,746.0,18,28,2,Intel Xeon Platinum 8180,2500,1728,1008
425,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,3971.0,695.0,16,28,2,Intel Xeon Platinum 8180,2500,1536,896
426,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,3497.0,627.0,14,28,2,Intel Xeon Platinum 8180,2500,1344,784
427,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,2999.0,553.0,12,28,2,Intel Xeon Platinum 8180,2500,1152,672
428,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,2495.0,466.0,10,28,2,Intel Xeon Platinum 8180,2500,960,560
429,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,5816.0,901.0,24,28,2,Intel Xeon Platinum 8180,2500,2,1344
430,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,3370.0,897.0,10,40,2,Intel Xeon Platinum 8380 CPU,2300,1,800
431,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,4005.0,1038.0,12,40,2,Intel Xeon Platinum 8380 CPU,2300,1,960
432,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,6594.0,1607.0,20,40,2,Intel Xeon Platinum 8380 CPU,2300,2,1600
433,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,5947.0,1464.0,18,40,2,Intel Xeon Platinum 8380 CPU,2300,2,1440
434,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,5313.0,1324.0,16,40,2,Intel Xeon Platinum 8380 CPU,2300,2,1280
435,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,4667.0,1183.0,14,40,2,Intel Xeon Platinum 8380 CPU,2300,1,1120
436,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,7920.0,1892.0,24,40,2,Intel Xeon Platinum 8380 CPU,2300,3,1920
437,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,7262.0,1749.0,22,40,2,Intel Xeon Platinum 8380 CPU,2300,2,1760
438,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,3344.0,759.0,10,40,2,Intel Xeon Platinum 8380 CPU,2300,1280,800
439,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,5282.0,1107.0,16,40,2,Intel Xeon Platinum 8380 CPU,2300,2048,1280
440,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,5912.0,1218.0,18,40,2,Intel Xeon Platinum 8380 CPU,2300,2304,1440
441,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,7210.0,1447.0,22,40,2,Intel Xeon Platinum 8380 CPU,2300,2816,1760
442,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,6559.0,1335.0,20,40,2,Intel Xeon Platinum 8380 CPU,2300,2560,1600
443,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,7865.0,1563.0,24,40,2,Intel Xeon Platinum 8380 CPU,2300,3072,1920
444,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,5409.0,781.0,24,28,2,Intel Xeon Platinum 8280,2700,2304,1344
445,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,4503.0,675.0,20,28,2,Intel Xeon Platinum 8280,2700,1920,1120
446,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,3611.0,570.0,16,28,2,Intel Xeon Platinum 8280,2700,1536,896
447,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,2731.0,465.0,12,28,2,Intel Xeon Platinum 8280,2700,1152,672
448,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,1864.0,361.0,8,28,2,Intel Xeon Platinum 8280,2700,768,448
449,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,5989.0,679.0,24,28,2,Intel Xeon Platinum 8280,2700,2304,1344
450,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,4983.0,592.0,20,28,2,Intel Xeon Platinum 8280,2700,1920,1120
451,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,3978.0,500.0,16,28,2,Intel Xeon Platinum 8280,2700,1536,896
452,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,3004.0,421.0,12,28,2,Intel Xeon Platinum 8280,2700,1152,672
453,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,2045.0,330.0,8,28,2,Intel Xeon Platinum 8280,2700,768,448
454,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,5001.0,664.0,20,28,2,Intel Xeon Platinum 8180,2500,1920,1120
455,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,4030.0,572.0,16,28,2,Intel Xeon Platinum 8180,2500,1536,896
456,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,3048.0,478.0,12,28,2,Intel Xeon Platinum 8180,2500,1152,672
457,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,2048.0,326.0,8,28,2,Intel Xeon Platinum 8180,2500,768,448
458,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,5968.0,758.0,24,28,2,Intel Xeon Platinum 8180,2500,2304,1344
460,power_ssj2008,Hewlett-Packard Company,ProLiant BL280c G6,2783.0,802.0,32,4,2,Intel Xeon L5520,2267,128,256
461,power_ssj2008,Hewlett-Packard Company,ProLiant BL2x220c G6,5547.0,1696.0,64,4,2,Intel Xeon L5520,2266,256,512
464,power_ssj2008,Hewlett-Packard Company,"ProLiant DL165 G7 (2.30 GHz, AMD Opteron 6276 processor)",308.0,68.9,2,16,1,AMD Opteron 6276,2300,32,32
465,power_ssj2008,Hewlett-Packard Company,ProLiant DL170e G6,660.0,178.0,8,6,2,Intel Xeon L5640,2267,64,96
466,power_ssj2008,Hewlett-Packard Company,"ProLiant DL170h G6 (2.4 GHz, Intel Xeon L5530)",680.0,217.0,8,4,2,Intel Xeon L5530,2400,32,64
467,power_ssj2008,Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor)",883.0,216.0,8,6,2,Intel Xeon X5670,2933,64,96
468,power_ssj2008,Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor)",952.0,219.0,8,6,2,Intel Xeon X5670,2933,64,96
472,power_ssj2008,Hewlett-Packard Company,ProLiant DL360 G6,186.0,62.0,2,4,2,Intel Xeon L5530,2400,8,16
473,power_ssj2008,Hewlett-Packard Company,ProLiant DL360 G6,175.0,70.8,2,4,2,Intel Xeon L5520,2267,8,16
474,power_ssj2008,Hewlett-Packard Company,"ProLiant DL360 G6 (2.93 GHz, Intel Xeon X5670 processor)",250.0,68.9,2,6,2,Intel Xeon X5670,2933,16,24
475,power_ssj2008,Hewlett-Packard Company,"ProLiant DL360 G6 (2.93GHz, Intel Xeon processor X5570)",245.0,88.4,2,4,2,Intel Xeon X5570,2933,8,16
476,power_ssj2008,Hewlett-Packard Company,"ProLiant DL360 G7 (2.26 GHz, Intel Xeon L5640 processor)",178.0,54.6,2,6,2,Intel Xeon L5640,2266,16,24
477,power_ssj2008,Hewlett-Packard Company,"ProLiant DL360 G7 (3.07 GHz, Intel Xeon X5675 processor)",216.0,55.6,2,6,2,Intel Xeon X5675,3067,16,24
482,power_ssj2008,Hewlett-Packard Company,ProLiant DL380 G6,187.0,63.7,2,4,2,Intel Xeon L5530,2400,8,16
483,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G6 (2.26GHz, Intel Xeon L5520 processor)",170.0,66.3,2,4,2,Intel Xeon L5520,2266,8,16
484,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G6 (2.93 GHz, Intel Xeon X5670 processor)",249.0,68.1,2,6,2,Intel Xeon X5670,2933,16,24
485,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G7 (2.26 GHz, Intel Xeon L5640 processor)",172.0,53.6,2,6,2,Intel Xeon L5640,2266,16,24
486,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G7 (3.07 GHz, Intel Xeon X5675 processor)",222.0,52.3,2,6,2,Intel Xeon X5675,3067,16,24
490,power_ssj2008,Hewlett-Packard Company,"ProLiant DL385 G7 (2.2GHz, AMD Opteron 6174)",271.0,101.0,2,12,1,AMD Opteron 6174,2200,16,24
491,power_ssj2008,Hewlett-Packard Company,"ProLiant DL385p Gen8 (2.50 GHz, AMD Opteron 6380 processor)",306.0,66.6,2,16,1,AMD Opteron 6380,2500,64,32
492,power_ssj2008,Hewlett-Packard Company,ProLiant DL560 Gen9,566.0,96.4,4,18,2,Intel Xeon E5-4669 v3,2100,128,144
501,power_ssj2008,Hewlett-Packard Company,"ProLiant DL785 G6 (2.1 GHz, AMD Opteron 8425 HE)",852.0,468.0,8,6,1,Six-Core AMD Opteron(r) Processor 8425 HE,2100,32,48
505,power_ssj2008,Hewlett-Packard Company,"ProLiant SL170s G6 (3.06 GHz, Intel Xeon X5675 processor)",1761.0,389.0,16,6,2,Intel Xeon X5675,3067,128,192
506,power_ssj2008,Hewlett-Packard Company,ProLiant SL2X170z G6,858.0,194.0,8,6,2,Intel Xeon X5670,2933,64,96
507,power_ssj2008,Hewlett-Packard Company,ProLiant SL2x170z G6,662.0,181.0,8,6,2,Intel Xeon L5640,2267,64,96
508,power_ssj2008,Hewlett-Packard Company,ProLiant SL2x170z G6,656.0,179.0,8,4,2,Intel Xeon L5530,2400,32,64
509,power_ssj2008,Hewlett-Packard Company,ProLiant SL2x170z G6,676.0,260.0,8,4,2,Intel Xeon L5520,2267,32,64
510,power_ssj2008,Hewlett-Packard Company,"ProLiant SL2x170z G6 (2.4 GHz, Intel Xeon L5530)",664.0,191.0,8,4,2,Intel Xeon L5530,2400,32,64
515,power_ssj2008,"Hitachi, Ltd.",BS2000 Server Blade E55A2,2507.0,1048.0,16,6,2,Intel Xeon X5675,3067,192,192
516,power_ssj2008,"Hitachi, Ltd.",BS2000 Server Blade E57A2,3948.0,2024.0,16,10,2,Intel Xeon processor E7-8870,2400,256,320
517,power_ssj2008,"Hitachi, Ltd.",BS320 Server Blade C51P5,2799.0,1278.0,20,6,2,Intel Xeon X5675,3067,240,240
518,power_ssj2008,"Hitachi, Ltd.",HA8000-bd/BD10X1,1897.0,833.0,40,2,2,Intel Core i7 610E,2533,320,160
519,power_ssj2008,"Hitachi, Ltd.",HA8000/RS110 (CK1),137.0,51.5,1,4,2,Intel Xeon X3480,3067,8,8
520,power_ssj2008,"Hitachi, Ltd.",HA8000/RS110 (DL),114.0,37.6,1,4,2,Intel Xeon E3-1280,3500,8,8
521,power_ssj2008,"Hitachi, Ltd.",HA8000/RS110 (DL2),94.0,45.8,1,4,2,Intel Xeon E3-1280v2,3600,8,8
522,power_ssj2008,"Hitachi, Ltd.",HA8000/RS110-hHM,171.0,58.2,1,8,2,Intel Xeon E5-2470,2300,16,16
523,power_ssj2008,"Hitachi, Ltd.",HA8000/RS210 (AL),293.0,118.0,2,6,2,Intel Xeon X5675,3066,48,24
524,power_ssj2008,"Hitachi, Ltd.",HA8000/RS210 (LK1),302.0,136.0,2,6,2,Intel Xeon X5670,2933,24,24
525,power_ssj2008,"Hitachi, Ltd.",HA8000/RS210-hHM,337.0,99.3,2,8,2,Intel Xeon E5-2670,2600,32,32
526,power_ssj2008,"Hitachi, Ltd.",HA8000/RS210AM,297.0,92.9,2,8,2,Intel Xeon E5-2470,2300,32,32
527,power_ssj2008,"Hitachi, Ltd.",HA8000/RS220 (AL),293.0,124.0,2,6,2,Intel Xeon X5675,3066,48,24
528,power_ssj2008,"Hitachi, Ltd.",HA8000/RS220 (LK1),297.0,132.0,2,6,2,Intel Xeon X5670,2933,24,24
529,power_ssj2008,"Hitachi, Ltd.",HA8000/RS220-hHM,325.0,104.0,2,8,2,Intel Xeon E5-2670,2600,32,32
530,power_ssj2008,"Hitachi, Ltd.",HA8000/RS220AM,286.0,88.9,2,8,2,Intel Xeon E5-2470,2300,32,32
531,power_ssj2008,"Hitachi, Ltd.",HA8000/RS440 (AK1),1103.0,575.0,4,8,2,Intel Xeon X7560,2260,128,64
532,power_ssj2008,"Hitachi, Ltd.",HA8000/RS440 (AL),837.0,423.0,4,10,2,Intel Xeon E7-4870,2400,128,80
533,power_ssj2008,"Hitachi, Ltd.",HA8000/SS10 (DK1),63.2,24.3,1,2,2,Intel Core i3-540,3067,8,4
534,power_ssj2008,"Hitachi, Ltd.",HA8000/SS10 (DL),92.8,22.4,1,4,1,Intel Xeon E3-1220,3100,8,4
535,power_ssj2008,"Hitachi, Ltd.",HA8000/SS10 (DL2),69.7,36.6,1,4,1,Intel Xeon E3-1220v2,3100,8,4
536,power_ssj2008,"Hitachi, Ltd.",HA8000/TS10 (DL),98.4,24.2,1,4,2,Intel Xeon E3-1280,3500,8,8
537,power_ssj2008,"Hitachi, Ltd.",HA8000/TS10 (DL2),85.2,37.2,1,4,2,Intel Xeon E3-1280v2,3600,8,8
538,power_ssj2008,"Hitachi, Ltd.",HA8000/TS10 (FK1),124.0,43.5,1,4,2,Intel Xeon X3480,3067,8,8
539,power_ssj2008,"Hitachi, Ltd.",HA8000/TS10-hJM,156.0,52.7,1,8,2,Intel Xeon E5-2470,2300,16,16
540,power_ssj2008,"Hitachi, Ltd.",HA8000/TS20 (AL),301.0,125.0,2,6,2,Intel Xeon X5675,3066,48,24
541,power_ssj2008,"Hitachi, Ltd.",HA8000/TS20 (LK1),304.0,132.0,2,6,2,Intel Xeon X5670,2933,24,24
542,power_ssj2008,"Hitachi, Ltd.",HA8000/TS20BM,294.0,80.6,2,8,2,Intel Xeon E5-2470,2300,32,32
543,power_ssj2008,"Huawei Technologies Co., Ltd",BH622 V2,1003.0,238.0,8,8,2,Intel Xeon E5-2660,2200,64,128
544,power_ssj2008,"Huawei Technologies Co., Ltd",BH640 V2,1253.0,283.0,12,8,2,Intel Xeon E5-4640,2400,96,192
545,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 1288H V5,421.0,51.7,2,28,2,Intel Xeon Platinum 8280,2700,192,112
546,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 1288H V5,414.0,50.3,2,28,2,Intel Xeon Platinum 8280,2700,192,112
547,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,415.0,49.9,2,28,2,Intel Xeon Platinum 8280,2700,192,112
548,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,419.0,52.2,2,28,2,Intel Xeon Platinum 8280,2700,192,112
549,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,437.0,50.3,2,28,2,Intel Xeon Platinum 8180,2500,192,112
550,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,461.0,49.6,2,28,2,Intel Xeon Platinum 8176,2100,192,112
551,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 2288H V5,423.0,48.9,2,28,2,Intel Xeon Platinum 8180,2500,192,112
552,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 5288 V5,414.0,50.0,2,28,2,Intel Xeon Platinum 8280,2700,192,112
553,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server 5288 V5,422.0,51.5,2,28,2,Intel Xeon Platinum 8280,2700,192,112
554,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server RH2288H V3,329.0,43.5,2,20,2,Intel Xeon E5-2698 V4,2200,64,80
555,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server RH2288H V3,266.0,44.8,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
556,power_ssj2008,"Huawei Technologies Co., Ltd",Fusion Server XH620 V3,1419.0,217.0,8,20,2,Intel Xeon E5-2698 V4,2200,256,320
557,power_ssj2008,"Huawei Technologies Co., Ltd",FusionServer CH121 V3,3868.0,1080.0,16,16,2,Intel Xeon E5-2683 V4,2100,4096,512
558,power_ssj2008,"Huawei Technologies Co., Ltd",FusionServer CH121 V3,4425.0,1250.0,20,16,2,Intel Xeon E5-2683 V4,2100,5120,640
559,power_ssj2008,"Huawei Technologies Co., Ltd",FusionServer RH2288 V3,263.0,51.6,2,18,2,Intel Xeon E5-2699V3,2300,64,72
560,power_ssj2008,"Huawei Technologies Co., Ltd",FusionServer RH2288 V3,261.0,49.2,2,18,2,Intel Xeon E5-2699 V3,2300,64,72
561,power_ssj2008,"Huawei Technologies Co., Ltd",FusionServer XH321 V3,1322.0,232.0,8,22,2,Intel Xeon E5-2699 v4,2200,256,352
562,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285,164.0,51.0,2,6,2,Intel Xeon L5640,2266,16,24
563,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,241.0,51.0,2,8,2,Intel Xeon E5-2470,2300,24,32
564,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,254.0,53.9,2,8,2,Intel Xeon E5-2470,2300,24,32
565,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,167.0,54.0,2,8,2,Intel Xeon E5-2450L,1800,16,32
566,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,249.0,53.0,2,8,2,Intel Xeon E5-2470,2300,16,32
567,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,231.0,53.4,2,8,2,Intel Xeon E5-2450,2100,16,32
568,power_ssj2008,"Huawei Technologies Co., Ltd",RH2285 V2,207.0,55.1,2,6,2,Intel Xeon E5-2440,2400,16,24
569,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,207.0,55.3,2,8,2,Intel Xeon E5-2650,2000,24,32
570,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,231.0,52.4,2,8,2,Intel Xeon E5-2660,2200,16,32
571,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,236.0,66.8,2,8,2,Intel Xeon E5-2680,2700,24,32
572,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,239.0,51.5,2,8,2,Intel Xeon E5-2660,2200,24,32
573,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,205.0,56.2,2,6,2,Intel Xeon E5-2630,2300,32,24
574,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,275.0,56.2,2,8,2,Intel Xeon E5-2665,2400,32,32
575,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,231.0,57.0,2,6,2,Intel Xeon E5-2640,2500,32,24
576,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,239.0,54.0,2,8,2,Intel Xeon E5-2660,2200,16,32
577,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,161.0,52.2,2,8,2,Intel Xeon E5-2650L,1800,16,32
578,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,279.0,54.8,2,8,2,Intel Xeon E5-2670,2600,16,32
579,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,243.0,54.7,2,8,2,Intel Xeon E5-2660,2200,32,32
580,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,240.0,52.3,2,8,2,Intel Xeon E5-2660,2200,48,32
581,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,239.0,51.6,2,8,2,Intel Xeon E5-2660,2200,48,32
582,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,257.0,59.7,2,8,2,Intel Xeon E5-2660,2200,32,32
583,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,178.0,57.5,2,8,2,Intel Xeon E5-2650L,1800,32,32
584,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,282.0,55.6,2,8,2,Intel Xeon E5-2670,2600,32,32
585,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288 V2,170.0,55.3,2,8,2,Intel Xeon E5-2650L,1800,32,32
586,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288H V2,137.0,68.7,2,4,1,Intel Xeon E5-2609,2400,48,8
587,power_ssj2008,"Huawei Technologies Co., Ltd",RH2288H V2-8 Rack Server,202.0,52.0,2,10,2,Intel Xeon E5-2660V2,2200,24,40
588,power_ssj2008,"Huawei Technologies Co., Ltd",RH2485 V2,428.0,92.3,4,8,2,Intel Xeon E5-4640,2400,48,64
589,power_ssj2008,"Huawei Technologies Co., Ltd",RH2485 V2,430.0,92.7,4,8,2,Intel Xeon E5-4640,2400,48,64
590,power_ssj2008,"Huawei Technologies Co., Ltd",RH2485 V2,324.0,89.6,4,6,2,Intel Xeon E5-4607,2200,60,48
591,power_ssj2008,"Huawei Technologies Co., Ltd",Tecal CH121,1310.0,334.0,12,10,2,Intel Xeon E5-2660 v2,2200,144,240
592,power_ssj2008,"Huawei Technologies Co., Ltd",Tecal CH121,1732.0,417.0,16,10,2,Intel Xeon E5-2660 v2,2200,192,320
593,power_ssj2008,"Huawei Technologies Co., Ltd",XH310,470.0,109.0,4,4,2,Intel Xeon X3480,3067,32,32
594,power_ssj2008,"Huawei Technologies Co., Ltd",XH310,472.0,109.0,4,4,2,Intel Xeon X3470,2933,32,32
595,power_ssj2008,"Huawei Technologies Co., Ltd",XH320 V2,1079.0,180.0,8,8,2,Intel Xeon E5-2470,2300,64,128
596,power_ssj2008,"Huawei Technologies Co., Ltd",XH620,463.0,108.0,4,6,2,Intel Xeon X5675,3067,32,48
597,power_ssj2008,"Huawei Technologies Co., Ltd",XH620,449.0,109.0,4,6,2,Intel Xeon X5670,2930,24,48
598,power_ssj2008,"Huawei Technologies Co., Ltd",XH621 V2,386.0,142.0,4,8,2,Intel Xeon E5-2650L,1800,64,64
599,power_ssj2008,"Huawei Technologies Co., Ltd",XH628 V3,935.0,171.0,6,18,2,Intel Xeon E5-2699 v3,2300,192,216
600,power_ssj2008,IBM Corporation,IBM Flex System x440 Compute Node,3331.0,812.0,28,8,2,Intel Xeon E5-4640,2400,336,448
601,power_ssj2008,IBM Corporation,IBM NeXtScale nx360 M4,2404.0,550.0,24,10,2,Intel Xeon E5-2660 v2,2200,288,480
