Hardware VendorTest Sponsor,SystemEnclosure (if applicable),Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,TotalThreads,TotalMemory (GB),ssj_ops @ 100%,avg. watts@ 100%,avg. watts@ active idle,Result(Overall ssj_ops/watt)
Quanta Computer Inc.,"QuantaGrid D51B-2U

 Jun  8 2016 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,3381238,247,46.6,11568
Quanta Computer Inc.,"QuantaGrid D52BQ-2U

 Oct 25 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,5651522,426,39.5,12438
Quanta Computer Inc.,"QuantaGrid T42S-2U
T42S-2U

 Oct 25 2017 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Platinum 8176,2100,8,224,448,768,19474075,1478,206,11444
Quanta Computer Inc.,"QuantaGrid D52BQ-2U

 Dec  6 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,96,5604059,401,38.4,12801
Quanta Computer Inc.,"QuantaGrid D52BQ-2U

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280L,2700,2,56,112,96,5853181,414,37.7,13613
Quanta Computer Inc.,"QuantaGrid D43K-1U

 Jul 21 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7773X,2200,2,128,256,256,12057425,471,85.5,19476
"Quanta Computer Inc.
Quanta Computer Inc.","QuantaGrid D52B-2U

 Jul 11 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,5457796,454,40.3,12047
SGI,"Altix XE320 Single Node (2.5 GHz Intel Xeon processor E5420)

 Jun  4 2008 | 
    HTML | 
    Text",1,BEA Systems Inc,Intel Xeon E5420,2500,2,8,8,16,287032,260,155,681


SGI,"Altix XE320 Single Node (3.0 GHz Intel Xeon processor E5472)

 Jun  4 2008 | 
    HTML | 
    Text",1,BEA Systems Inc,Intel Xeon E5472,3000,2,8,8,16,341600,287,156,748
SGI,"Altix XE250 (Intel Xeon processor E5472)

 Jun  4 2008 | 
    HTML | 
    Text",1,BEA Systems Inc,Intel Xeon E5472,3000,2,8,8,16,341642,322,187,661
SGI,"Altix XE250 (Intel Xeon processor X5272)

 Jun  4 2008 | 
    HTML | 
    Text",1,BEA Systems Inc,Intel Xeon X5272,3400,2,4,4,8,208444,280,186,450
SGI,"Rackable C2005-TY6 (Intel Xeon X5670 2.93 GHz)

 Jan  5 2011 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon X5670,2933,2,12,24,12,902577,226,59.1,3077
SGI,"Rackable C2112-4TY14
Rackable C2112

 Jan 26 2011 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon L5640,2267,8,48,96,64,2891044,724,255,2788
SGI,"Rackable C2112-4G10
Rackable C2112

 Mar 21 2012 | 
    HTML | 
    Text",4,IBM Corporation,AMD Opteron 6276,2300,8,128,128,128,4755702,1387,265,2611
SGI,"Rackable C2112-4RP4
Rackable C2112

 Oct 17 2012 | 
    HTML | 
    Text",4,IBM Corporation,Intel Xeon E5-2660,2200,8,64,128,96,5800642,1116,268,4571
Sugon,"I840-G25 (Intel Xeon E7-4850 v2 2.30GHz)

 Jul 15 2014 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E7-4850 v2,2300,4,48,96,128,NC,NC,NC,NC
Sugon,"Sugon I620-G20

 Mar 11 2015 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,128,3161325,264,52.5,9939
Sugon,"Sugon I620-G30(Intel Xeon Platinum 8180 @2.50GHz)

 Jul 26 2017 | 
    HTML | 
    Text",1,Oracle,Intel Xeon Platinum 8180,2500,2,56,112,192,5348398,419,67.2,11573
Sugon,"I620-G30(Intel Xeon Platinum 8160)

 Aug  8 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8160,2100,2,48,96,192,4386123,387,53.4,10255
Sugon,"A620-G30(AMD EPYC 7351)

 Aug  8 2018 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7351,2400,2,32,64,128,2721413,278,103,6507
Sugon,"A620-G30(AMD EPYC 7501)

 Aug  8 2018 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7501,2000,2,64,128,128,4212617,307,103,9248


Sugon,"I620-G30 (Intel Xeon Platinum 8180)

 Aug 15 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,5741928,450,54.6,12306
Sugon,"I620-G30 (Intel Xeon Gold 6152)

 Aug 15 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 6152,2100,2,44,88,192,3976866,364,53.1,9825
Sugon,"I620-G30 (Intel Xeon Gold 6140)

 Aug 15 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 6140,2300,2,36,72,192,3536666,343,52.4,9230
Sugon,"I620-G30 (Intel Xeon Gold 5117)

 Aug 15 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 5117,2000,2,28,56,192,2446314,245,51.9,8079
"Sugon
Parts Built
Sugon","A620-G30

 Jul  5 2018 | 
    HTML | 
    Text",1,Oracle Corporation.,AMD EPYC 7601,2200,2,64,128,128,4364495,296,94.9,10831
Sun Microsystems Inc.,"Sun Netra X4250

 Mar 30 2009 | 
    HTML | 
    Text",1,Sun Microsystems Inc.,Intel Xeon L5408,2133,2,8,8,8,244832,226,174,600
Sun Microsystems Inc.,"Sun Netra X4250

 May  6 2009 | 
    HTML | 
    Text",1,Sun Microsystems Inc.,Intel Xeon L5408,2133,2,8,8,32,251555,294,226,478
Sun Microsystems Inc.,"Sun Netra X4250

 May  6 2009 | 
    HTML | 
    Text",1,Sun Microsystems Inc.,Intel Xeon L5408,2133,2,8,8,32,229828,296,225,437
"Super Micro Computer Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor E5345)

 Feb 13 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon processor E5345,2333,2,8,8,8,235525,334,220,419
"Super Micro Computer Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor L5335)

 Feb 13 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon processor L5335,2000,2,8,8,8,221450,300,223,423
"Super Micro Computer Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor E5345)

 Feb 13 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon processor E5345,2333,2,8,8,16,245571,334,219,435
"Super Micro Computer Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor L5335)

 Feb 13 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon processor L5335,2000,2,8,8,16,229476,300,223,438
"Super Micro Computer Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor 5160)

 Feb 13 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon processor 5160,3000,2,4,4,8,164569,315,216,318


"Super Micro Computer Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor E5345)

 Feb 13 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon processor E5345,2333,2,8,8,8,234339,357,245,385
"SuperMicro Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor 5160)

 Dec 11 2007 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon processor 5160,3000,2,4,4,8,163768,291,191,338
"SuperMicro Inc.
Intel Corp.","Supermicro 6025B-TR+ (Intel Xeon processor L5335)

 Dec 11 2007 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon processor L5335,2000,2,8,8,8,220306,276,198,468
Supermicro,"SYS-6027R-72RF

 Jun 28 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2665,2400,2,16,32,128,1337393,347,115,2956
Supermicro,"SYS-7047R-72RF

 Jun 28 2012 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2665,2400,2,16,32,128,1337474,331,102,3145
"Supermicro Computer Inc.
Advanced Micro Devices","1022G-NTF

 Nov 16 2011 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6276,2300,2,32,32,32,1123597,306,77,2805
"Supermicro Computer Inc.
Advanced Micro Devices","1022G-NTF

 Nov 16 2011 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6262 HE,1600,2,32,32,32,793535,213,70.3,2618
"Supermicro Computer Inc.
Advanced Micro Devices","1022G-NTF

 Jun  4 2012 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6278,2400,2,32,32,64,1233423,320,82.6,2892
"Supermicro Computer Inc.
Advanced Micro Devices","1022G-NTF

 Nov  7 2012 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6380,2500,2,32,32,64,1636298,308,77.9,4040
"Supermicro Computer Inc.
Advanced Micro Devices","1022G-NTF

 Nov  7 2012 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6366 HE,1800,2,32,32,64,1219688,216,72.7,3966
"Supermicro Inc
Supermicro Inc.","SuperServer SYS-521E-WR

 Jan 11 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8490H,1900,1,60,120,256,7815167,482,93.9,14537
"Supermicro Inc
Supermicro Inc.","SuperServer 741GE-TNRT

 Jan 11 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8490H,1900,2,120,240,512,14911512,957,194,13546
"Supermicro Inc
Supermicro Inc.","SuperServer SYS-621C-TN12R

 Jan 11 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8490H,1900,2,120,240,256,15303342,988,163,14200


Supermicro Inc.,"6015C-MTB

 Oct  9 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon L5420,2500,2,8,8,8,279209,174,96.8,990
Supermicro Inc.,"System 6027R-WRF

 Nov 14 2012 | 
    HTML | 
    Text",1,Oracle Corp.,Intel Xeon E5-2660,2200,2,16,32,32,1296979,272,83.6,3915
Supermicro Inc.,"System 1027B-URF

 Nov 14 2012 | 
    HTML | 
    Text",1,Oracle Corp.,Intel Xeon E5-2470,2300,2,16,32,24,1288201,285,62.4,3913
Supermicro Inc.,"System 7047GR-TRF

 Nov 14 2012 | 
    HTML | 
    Text",1,Oracle Corp.,Intel Xeon E5-2670,2300,2,16,32,64,1448093,413,101,2696
Supermicro Inc.,"SYS-1028R-WC1RT

 Feb 11 2015 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,32,2935596,302,75.9,8004
Supermicro Inc.,"SYS-1029U-TR4

 Aug 15 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,5569503,423,64.2,11960
Supermicro Inc.,"Server 1123US-TR4

 Sep 27 2018 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7501,2000,2,64,128,512,4406978,303,98.4,10206
Supermicro Inc.,"SuperServer SYS-6029P-WTR

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8276M,2200,2,56,112,192,5622643,416,48.1,13295
Supermicro Inc.,"SYS-1029U-TR4

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280L,2700,2,56,112,384,5655930,426,61.8,12265
Supermicro Inc.,"SuperServer SYS-6029P-WTR

 Jul 23 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,5545677,385,48.6,13623
Supermicro Inc.,"Server 1123US-TR4

 Sep 26 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7702,2000,2,128,256,512,11335181,412,99.2,19391
Supermicro Inc.,"SuperServer SYS-740GP-TNRT

 Jul  7 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,512,8276722,633,118,12568
Supermicro Inc.,"SuperServer SYS-620C-TN12R

 Jul  7 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,8769122,622,101,13544


Supermicro Inc.,"Server 2024US-TRT

 May 25 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7773X,2200,2,128,256,512,12033196,464,191,19666
"Supermicro Inc.
Advanced Micro Devices","6025W-NTR+

 Nov  5 2008 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5420,2500,2,8,8,16,267804,279,179,561
"Supermicro Inc.
Advanced Micro Devices","2021M-UR+

 Nov  5 2008 | 
    HTML | 
    Text",1,Oracle Corporation,AMD Opteron 2380,2500,2,8,8,16,308089,269,138,731
"Supermicro Inc.
Advanced Micro Devices","1021M-UR+B

 Feb 25 2009 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 2376HE,2300,2,8,8,16,346326,210,119,1044
"Supermicro Inc.
Advanced Micro Devices","1022G-NTF

 Jan 22 2014 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 6370P,2000,2,32,32,64,NC,NC,NC,NC
"Supermicro Inc.
Supermicro Inc","SYS-5019S-M(X11SSH-F)

 Dec  3 2015 | 
    HTML | 
    Text",1,IBM Corporation,Intel E3-1270 v5,3600,1,4,8,16,NC,NC,NC,NC
"Supermicro Inc.
Supermicro Inc","SYS-5019S-M(X11SSH-F)

 Jan  7 2016 | 
    HTML | 
    Text",1,IBM Corporation,Intel E3-1260L v5,2900,1,4,8,16,NC,NC,NC,NC
"Supermicro Inc.
Supermicro Inc","SYS-5019S-MR(X11SSH-F)

 Feb  4 2016 | 
    HTML | 
    Text",1,IBM Corporation,Intel E3-1260L v5,2900,1,4,8,16,NC,NC,NC,NC
"Tyan Computer Corp.
Advanced Micro Devices","Transport GT24 (B2912-E)

 Nov  5 2008 | 
    HTML | 
    Text",1,Oracle Corporation,AMD Opteron 2384,2700,2,8,8,16,335116,264,136,826
"Tyan Computer Corp.
Parts Built
Advanced Micro Devices","Transport GT24 (B2912-E)

 Nov  5 2008 | 
    HTML | 
    Text",1,Oracle Corporation,AMD Opteron 2384,2700,2,8,8,16,338577,264,121,860
"Tyan Computer Corporation
Parts Built
Advanced Micro Devices","B8228Y190X2-045V4H

 Dec  4 2012 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 4376 HE,2600,2,16,16,32,843336,186,59.5,3293
"Tyan Computer Corporation
Parts Built
Advanced Micro Devices","B8228Y190X2-045V4H

 Dec  4 2012 | 
    HTML | 
    Text",1,IBM Corparation,AMD Opteron 4386,3100,2,16,16,32,971064,256,60.9,3052
"Tyan Computer Corporation
Parts Built
Advanced Micro Devices","B8228Y190X2-045V4H

 Dec  4 2012 | 
    HTML | 
    Text",1,IBM Corparation,AMD Opteron 4310 EE,2200,2,8,8,32,373385,109,56.8,2137


"UNIWIDE
Telecommunications Technology Association","RC2212

 Feb 26 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel(R) Xeon(R) Silver 4210 CPU,2200,2,20,40,768,1321867,291,127,2901
Verari Systems Inc.,"RB1305

 May 20 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X5570,2930,2,8,16,8,551440,224,53.7,1927
"XSLAB
Telecommunications Technology Association","V-Raptor SQ
19 inch Rackmount 2U Server System

 Dec  8 2021 | 
    HTML | 
    Text",16,Oracle Corporation,ARM Cortex A53 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,384,384,384,256,1577507,269,206,3337
"XSLAB
Telecommunications Technology Association","V-Raptor SQ
19 inch Rackmount 2U Server System

 Dec  9 2021 | 
    HTML | 
    Text",16,Oracle Corporation,ARM Cortex-A53 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,384,384,384,256,1465360,269,206,3110
"ZT Systems
Advanced Micro Devices","1224Ra Datacenter Server

 Aug 26 2009 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 2419 EE,1800,2,12,12,8,406954,178,74.6,1614
"ZT Systems
Advanced Micro Devices","1224Ra Datacenter Server

 Aug 26 2009 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 2425 HE,2100,2,12,12,16,462215,218,80.4,1532
"ZT Systems
ZT Systems","1224Ra Datacenter Server

 May 20 2009 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 2377 EE,2300,2,8,8,16,342104,172,73.1,1379
"ZT Systems
ZT Systems","1253Ra Datacenter Server

 Jun 23 2010 | 
    HTML | 
    Text",1,IBM Corporation,AMD Opteron 4164 EE,1800,2,12,12,16,409496,126,56.6,2106
xFusion Digital Technologies Co. Ltd,"FusionServer 5288 V7

 Jan 10 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8480+,2000,2,112,224,512,13579970,835,147,16285
xFusion Digital Technologies Co. Ltd,"FusionServer 2288H V7

 Jan 10 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8480+,2000,2,112,224,512,13687130,836,147,16653
xFusion Technologies Co. Ltd,"FusionServer 2288H V6

 Oct 19 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,n/a,n/a,160,n/a,8614272,591,124,13670
