Hardware VendorTest Sponsor,SystemEnclosure (if applicable),Nodes,JVM Vendor,CPU Description,MHz,Chips,Cores,TotalThreads,TotalMemory (GB),ssj_ops @ 100%,avg. watts@ 100%,avg. watts@ active idle,Result(Overall ssj_ops/watt)
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M3

 Apr 12 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E3-1230 v6,3500,1,4,8,16,586973,56.1,13.1,9281
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M3

 Apr 12 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E3-1230 v6,3500,1,4,8,16,591742,51.8,9.33,10427
Fujitsu,"FUJITSU Server PRIMERGY TX1330 M3

 Apr 12 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E3-1230 v6,3500,1,4,8,16,587425,51.2,12.4,10000
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M4

 Oct 18 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176M,2100,4,112,224,192,10536721,785,148,11886


Fujitsu,"FUJITSU Server PRIMERGY RX4770 M4

 Oct 25 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176M,2100,4,112,224,192,10419443,773,146,12008
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M4

 Jan 10 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176M,2100,4,112,224,192,10249832,733,94.9,12828
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M4

 Jan 10 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8176M,2100,2,56,112,192,5079736,355,57.3,12842
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M4

 Dec  6 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,16,651586,73.9,12.8,8924
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M4

 Dec  6 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,16,655699,71.7,10,9435
Fujitsu,"FUJITSU Server PRIMERGY TX1330 M4

 Dec  6 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,16,652874,72.9,14.9,9031
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M5

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2300,2,56,112,192,4657126,332,58.2,11991
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M5

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2300,4,112,224,384,9432104,710,113,11444
Fujitsu,"FUJITSU Server PRIMERGY RX2530 M5

 May 22 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8276L,2200,2,56,112,192,5189194,367,53.6,13006
Fujitsu,"FUJITSU Server PRIMERGY CX2560 M5
PRIMERGY CX400 M4

 May 22 2019 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Platinum 6252,2100,8,192,384,768,17566126,1412,329,10619
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M5

 Jun  5 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280L,2700,2,56,112,192,5514468,388,58.3,13502
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M5

 Jun  5 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280L,2700,4,112,224,384,11162949,808,120,12979
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M4

 Jun  5 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2176G,3700,1,6,12,16,695687,61.8,11.7,11089


Fujitsu,"FUJITSU Server PRIMERGY TX2550 M5

 Sep 19 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 6252 Processor,2100,2,48,96,96,4507558,342,54.8,11901
Fujitsu,"FUJITSU Server PRIMERGY RX2520 M5

 Sep 19 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 5220,2200,2,36,72,192,3872265,318,61.5,10765
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M4

 Nov  6 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2288G,3700,1,8,16,16,797225,56,16.3,12364
Fujitsu,"FUJITSU Server PRIMERGY TX1330 M4

 Nov  6 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2288G,3700,1,8,16,16,776812,53.2,15.9,12631
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M4

 Dec 18 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2288G,3700,1,8,16,16,786578,57.4,16.8,11660
Fujitsu,"FUJITSU Server PRIMERGY LX1430 M1

 Dec 18 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,1,64,128,256,5816214,250,60.8,17278
Fujitsu,"FUJITSU Server PRIMERGY RX4770 M6

 Nov  4 2020 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380H,2900,4,112,224,384,9904110,834,129,11077
Fujitsu,"PRIMERGY RX2530 M6

 Apr 28 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,7573884,580,131,11533
Fujitsu,"PRIMERGY RX2530 M6

 Apr 28 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,7967827,568,132,12066
Fujitsu,"PRIMERGY RX2540 M6

 Jun  9 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,7594068,564,135,11652
Fujitsu,"PRIMERGY RX2540 M6

 Jun  9 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8380,2300,2,80,160,256,7972718,550,137,12211
Fujitsu,"FUJITSU Server PRIMERGY CX2560 M6
PRIMERGY CX400 M6

 Sep  1 2021 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Gold 5318Y,2100,8,192,384,1024,19762291,1906,472,8903
Fujitsu,"FUJITSU Server PRIMERGY CX2560 M6
PRIMERGY CX400 M6

 Sep  1 2021 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Gold 5318Y,2100,8,192,384,1024,18526911,1600,482,9077


Fujitsu,"FUJITSU Server PRIMERGY TX1310 M5 (D3930-A100)

 Oct 28 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2356G,3200,1,6,12,16,655851,55.5,11.7,9596
Fujitsu,"FUJITSU Server PRIMERGY TX1310 M5 (D3930-A100)

 Oct 28 2021 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2356G,3200,1,6,12,16,662193,59.4,11.7,10707
Fujitsu,"FUJITSU Server PRIMERGY TX1310 M5 (D3931-C100)

 Jan 19 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2356G,3200,1,6,12,16,659394,58.9,15.6,9993
Fujitsu,"FUJITSU Server PRIMERGY TX1310 M5 (D3931-C100)

 Jan 19 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2356G,3200,1,6,12,16,668541,61.9,18.6,8241
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M5

 Jan 19 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2388G,3200,1,8,16,16,767959,62.5,17.6,10550
Fujitsu,"FUJITSU Server PRIMERGY TX1320 M5

 Jan 19 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2388G,3200,1,8,16,16,823469,80.4,21.2,8212
Fujitsu,"FUJITSU Server PRIMERGY TX1330 M5

 Jan 19 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2388G,3200,1,8,16,16,829272,73.6,18,10857
Fujitsu,"FUJITSU Server PRIMERGY TX1330 M5

 Jan 19 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2388G,3200,1,8,16,16,825045,75.7,20.6,8643
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M5

 Jan 19 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2388G,3200,1,8,16,16,820751,70.5,17.9,10767
Fujitsu,"FUJITSU Server PRIMERGY RX1330 M5

 Jan 19 2022 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E-2388G,3200,1,8,16,16,810100,72.7,20.5,8700
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M7

 Jan 11 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8480+,2000,2,112,224,512,15394706,989,182,13836
Fujitsu,"FUJITSU Server PRIMERGY RX2540 M7

 Feb  1 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8490H,1900,2,120,240,512,16290837,1043,184,14029
Fujitsu,"FUJITSU Server PRIMERGY TX2550 M7

 Feb 15 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Gold 6438Y+,2000,2,64,128,512,9040604,563,120,13055


Fujitsu,"FUJITSU Server PRIMERGY RX2530 M7

 Mar 15 2023 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8490H,1900,2,120,240,512,15820662,1036,186,13704
"Fujitsu
Fujitsu","PRIMERGY TX150 S6 (Intel Xeon L3360)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,196734,98.4,51.7,1271
"Fujitsu
Fujitsu","PRIMERGY RX100 S5 (Intel Xeon L3360)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,196279,109,63.1,1118
"Fujitsu
Fujitsu","PRIMERGY RX200 S4 (Intel Xeon L5430)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,327292,231,154,851
"Fujitsu
Fujitsu","PRIMERGY RX300 S4 (Intel Xeon L5430)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,325849,235,147,855
"Fujitsu
Fujitsu","PRIMERGY TX300 S4 (Intel Xeon L5430)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,326128,221,136,917
Fujitsu Siemens Computers,"PRIMERGY RX300 S3 (Intel Xeon L5335)

 Dec 11 2007 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon L5335,2000,2,8,8,16,201689,260,187,446
Fujitsu Siemens Computers,"PRIMERGY TX120 (Intel Xeon 3070)

 Dec 11 2007 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon 3070,2666,1,2,2,4,79171,109,66.8,454
Fujitsu Siemens Computers,"PRIMERGY TX150 S5 (Intel Xeon 3070)

 Dec 11 2007 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon 3070,2666,1,2,2,4,78685,131,90.8,356
Fujitsu Siemens Computers,"PRIMERGY TX150 S6 (Intel Xeon X3220)

 Dec 11 2007 | 
    HTML | 
    Text",1,Bea Systems Inc,Intel Xeon X3220,2400,1,4,4,8,143742,132,79.8,667
Fujitsu Siemens Computers,"PRIMERGY RX300 S4 (INTEL Xeon E5440)

 Jan 30 2008 | 
    HTML | 
    Text",1,BEA Systems Inc.,Intel Xeon E5440,2830,2,8,8,16,303846,265,166,690
Fujitsu Siemens Computers,"PRIMERGY TX150 S6 (Intel Xeon X3360)

 Apr  2 2008 | 
    HTML | 
    Text",1,Bea Systems Inc,Intel Xeon X3360,2833,1,4,4,8,184145,116,59.3,1018
Fujitsu Siemens Computers,"PRIMERGY TX150 S6 (Intel Xeon X3360)

 Jun  4 2008 | 
    HTML | 
    Text",1,Bea Systems Inc,Intel Xeon X3360,2833,1,4,4,4,186987,107,53.1,1124


Fujitsu Siemens Computers,"PRIMERGY RX300 S4 (Intel Xeon L5430)

 Sep 10 2008 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,299432,231,155,780
Fujitsu Siemens Computers,"PRIMERGY RX200 S4 (Intel Xeon L5430)

 Sep 10 2008 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,301506,234,158,780
Fujitsu Siemens Computers,"PRIMERGY TX300 S4 (Intel Xeon L5430)

 Sep 10 2008 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,293162,220,138,827
Fujitsu Siemens Computers,"PRIMERGY RX100 S5 (Intel Xeon X3360)

 Sep 24 2008 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon X3360,2833,1,4,4,4,185487,115,63,1015
Fujitsu Siemens Computers,"PRIMERGY TX150 S6 (Intel Xeon L3360)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,196515,98.4,51.8,1273
Fujitsu Siemens Computers,"PRIMERGY RX100 S5 (Intel Xeon L3360)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L3360,2833,1,4,4,4,196226,109,63.2,1116
Fujitsu Siemens Computers,"PRIMERGY RX200 S4 (Intel Xeon L5430)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,325499,231,154,851
Fujitsu Siemens Computers,"PRIMERGY RX300 S4 (Intel Xeon L5430)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,326319,235,147,854
Fujitsu Siemens Computers,"PRIMERGY TX300 S4 (Intel Xeon L5430)

 Mar 11 2009 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon L5430,2667,2,8,8,8,326264,221,135,916
GIGA-BYTE TECHNOLOGY CO. LTD.,"R282-Z90

 Mar 24 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7773X,2200,2,128,256,256,12617831,501,156,18692
GIGA-BYTE TECHNOLOGY CO. LTD.,"R272-Z30

 Mar 24 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7773X,2200,1,64,128,256,6305374,261,89.8,17626
GIGA-BYTE TECHNOLOGY CO. LTD.,"R282-Z90

 Sep  1 2022 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7773X,2200,2,128,256,256,12735865,515,112,19704
"GIGA-BYTE TECHNOLOGY CO. LTD.
Parts Built
GIGA-BYTE TECHNOLOGY CO. LTD.","R181-Z90

 Oct 17 2018 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7601,2200,2,64,128,128,4512155,296,95.5,11207


GIGA-BYTE Technology Co. Ltd.,"R282-Z90

 Aug 28 2019 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7742,2250,2,128,256,256,13008786,492,133,18748
H3C,"UIS R390x G2

 Aug 24 2016 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-2699 v4,2200,2,44,88,64,3422594,252,40.1,11654
"Hewlett Packard
Hewlett-Packard Company","ProLiant DL170h G6
ProLiant h1000 G6

 Jul 29 2009 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon L5520,2267,8,32,64,32,1787585,652,267,1909
Hewlett Packard Enterprise,"ProLiant DL360 Gen9

 Jan  7 2016 | 
    HTML | 
    Text",1,IBM Corporation,Intel Xeon E5-2699 v3,2300,2,36,72,64,3159419,276,45,10118
Hewlett Packard Enterprise,"ProLiant DL560 Gen9

 Jun 22 2016 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon E5-4669 v3,2100,4,72,144,64,5223316,557,86.3,8151
Hewlett Packard Enterprise,"ProLiant DL360 Gen10

 Jul 19 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,96,5779630,451,48.7,12313
Hewlett Packard Enterprise,"ProLiant DL560 Gen10

 Jul 19 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,4,112,224,192,11281436,936,88.9,11662
Hewlett Packard Enterprise,"ProLiant ML350 Gen10

 Oct 25 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,5800646,459,58.1,11845
Hewlett Packard Enterprise,"ProLiant DL360 Gen10

 Oct 25 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,96,5869955,448,50,12488
Hewlett Packard Enterprise,"ProLiant DL560 Gen10

 Oct 25 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,4,112,224,192,11725627,944,82.9,12120
Hewlett Packard Enterprise,"ProLiant DL580 Gen10

 Oct 25 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,4,112,224,192,11580444,963,110,11424
Hewlett Packard Enterprise,"ProLiant DL360 Gen10

 Nov  8 2017 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,1,28,56,48,2989485,233,38.7,11550
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr 25 2018 | 
    HTML | 
    Text",12,Oracle Corporation,Intel Xeon Platinum 8180,2500,24,672,1344,2304,68782048,5816,901,10872


Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr 26 2018 | 
    HTML | 
    Text",6,Oracle Corporation,Intel Xeon Platinum 8180,2500,24,672,1344,2304,69404522,5968,758,11021
Hewlett Packard Enterprise,"ProLiant DL385 Gen10

 May  1 2018 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7601,2200,2,64,128,128,4295252,298,81.1,11044
Hewlett Packard Enterprise,"ProLiant DL385 Gen10

 Jul 18 2018 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7601,2200,2,64,128,128,4283406,295,88.3,11140
Hewlett Packard Enterprise,"ProLiant DL325 Gen10

 Aug 15 2018 | 
    HTML | 
    Text",1,Oracle Corporation,AMD EPYC 7551P,2000,1,32,64,128,2121736,181,61.7,8083
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",11,Oracle Corporation,Intel Xeon Platinum 8180,2500,22,616,1232,2112,62981514,5402,864,10693
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",10,Oracle Corporation,Intel Xeon Platinum 8180,2500,20,560,1120,1920,57334339,4918,814,10641
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",9,Oracle Corporation,Intel Xeon Platinum 8180,2500,18,504,1008,1728,51525769,4444,746,10541
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",8,Oracle Corporation,Intel Xeon Platinum 8180,2500,16,448,896,1536,45793948,3971,695,10429
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",7,Oracle Corporation,Intel Xeon Platinum 8180,2500,14,392,784,1344,40093763,3497,627,10301
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",6,Oracle Corporation,Intel Xeon Platinum 8180,2500,12,336,672,1152,34293516,2999,553,10203
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",5,Oracle Corporation,Intel Xeon Platinum 8180,2500,20,560,1120,1920,57681449,5001,664,10855
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Platinum 8180,2500,16,448,896,1536,46086610,4030,572,10648
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",3,Oracle Corporation,Intel Xeon Platinum 8180,2500,12,336,672,1152,34502288,3048,478,10373


Hewlett Packard Enterprise,"ProLiant DL360 Gen10

 Sep 12 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,1,28,56,48,2962862,237,38.9,11126
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",2,Oracle Corporation,Intel Xeon Platinum 8180,2500,8,224,448,768,23096507,2048,326,10323
Hewlett Packard Enterprise,"ProLiant DL360 Gen10

 Sep 12 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,96,5797852,457,52.4,11709
Hewlett Packard Enterprise,"ProLiant DL560 Gen10

 Sep 12 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,4,112,224,192,11554819,942,88.6,11463
Hewlett Packard Enterprise,"ProLiant DL380 Gen10

 Sep 12 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,96,5758036,461,49.3,11540
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Sep 12 2018 | 
    HTML | 
    Text",5,Oracle Corporation,Intel Xeon Platinum 8180,2500,10,280,560,960,28585334,2495,466,10237
Hewlett Packard Enterprise,"ProLiant ML350 Gen10

 Sep 12 2018 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8180,2500,2,56,112,192,5653296,471,59.4,10916
Hewlett Packard Enterprise,"ProLiant DL560 Gen10

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,4,112,224,192,11637630,849,103,13022
Hewlett Packard Enterprise,"ProLiant DL560 Gen10

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,4,112,224,192,11994247,942,90.1,12045
Hewlett Packard Enterprise,"ProLiant DL580 Gen10

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,4,112,224,384,11779765,982,119,11234
Hewlett Packard Enterprise,"ProLiant DL580 Gen10

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,4,112,224,384,11477054,894,123,12132
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",6,Oracle Corporation,Intel Xeon Platinum 8280,2700,24,672,1344,2304,68931378,5409,781,12042
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",5,Oracle Corporation,Intel Xeon Platinum 8280,2700,20,560,1120,1920,57344378,4503,675,11942


Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Platinum 8280,2700,16,448,896,1536,45870814,3611,570,11799
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",3,Oracle Corporation,Intel Xeon Platinum 8280,2700,12,336,672,1152,34413035,2731,465,11547
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",2,Oracle Corporation,Intel Xeon Platinum 8280,2700,8,224,448,768,22907794,1864,361,10977
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",6,Oracle Corporation,Intel Xeon Platinum 8280,2700,24,672,1344,2304,71104692,5989,679,11179
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",5,Oracle Corporation,Intel Xeon Platinum 8280,2700,20,560,1120,1920,59083703,4983,592,11074
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",4,Oracle Corporation,Intel Xeon Platinum 8280,2700,16,448,896,1536,47321609,3978,500,11007
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",3,Oracle Corporation,Intel Xeon Platinum 8280,2700,12,336,672,1152,35391846,3004,421,10754
Hewlett Packard Enterprise,"Synergy 660 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",2,Oracle Corporation,Intel Xeon Platinum 8280,2700,8,224,448,768,23701920,2045,330,10349
Hewlett Packard Enterprise,"ProLiant ML350 Gen10

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,5937591,474,56.8,11611
Hewlett Packard Enterprise,"ProLiant ML350 Gen10

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,2,56,112,192,5735589,435,64.2,12272
Hewlett Packard Enterprise,"ProLiant DL360 Gen10

 Apr  2 2019 | 
    HTML | 
    Text",1,Oracle Corporation,Intel Xeon Platinum 8280,2700,1,28,56,48,3025574,235,37.3,11637
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",12,Oracle Corporation,Intel Xeon Platinum 8280,2700,24,672,1344,2304,71225314,5938,807,11051
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",11,Oracle Corporation,Intel Xeon Platinum 8280,2700,22,616,1232,2112,65192626,5431,756,11017


Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",10,Oracle Corporation,Intel Xeon Platinum 8280,2700,20,560,1120,1920,59152094,4940,700,10951
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",9,Oracle Corporation,Intel Xeon Platinum 8280,2700,18,504,1008,1728,53226238,4444,645,10897
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",8,Oracle Corporation,Intel Xeon Platinum 8280,2700,16,448,896,1536,47287215,3958,598,10825
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",7,Oracle Corporation,Intel Xeon Platinum 8280,2700,14,392,784,1344,41388106,3472,535,10762
Hewlett Packard Enterprise,"Synergy 480 Gen10 Compute Module
HPE Synergy 12000 Frame

 Apr  2 2019 | 
    HTML | 
    Text",6,Oracle Corporation,Intel Xeon Platinum 8280,2700,12,336,672,1152,35518206,2980,477,10684
