,Benchmark,Hardware Vendor,System,Result,avg. watts @ 100%,avg. watts @ active idle,Chips,# Cores Per Chip,# Threads Per Core,CPU Description,Processor MHz,Total Memory (GB),Total Threads
732,power_ssj2008,NEC Corporation,Express5800/A1080a-E,1335.0,1749.0,993.0,8,8,2,Intel Xeon X7560,2266,128,128
733,power_ssj2008,NEC Corporation,Express5800/A1080a-S,1268.0,938.0,553.0,4,8,2,Intel Xeon X7560,2266,128,64
734,power_ssj2008,NEC Corporation,Express5800/B120b,1555.0,902.0,360.0,6,6,2,Intel Xeon L5640,2266,48,72
735,power_ssj2008,NEC Corporation,Express5800/E120b-1,2800.0,200.0,63.1,2,6,2,Intel Xeon E5645,2400,16,24
736,power_ssj2008,NEC Corporation,Express5800/E120b-1,2118.0,138.0,60.7,2,4,2,Intel Xeon L5630,2133,16,16
737,power_ssj2008,NEC Corporation,Express5800/GT110b,1730.0,100.0,32.6,1,4,1,Intel Xeon X3430,2400,4,4
738,power_ssj2008,NEC Corporation,Express5800/GT110b-S,1499.0,60.9,24.8,1,2,2,Intel Core i3-540,3067,4,4
739,power_ssj2008,NEC Corporation,Express5800/GT110b-S (Water Cooling),1468.0,60.9,25.8,1,2,2,Intel Core i3-540,3067,4,4
740,power_ssj2008,NEC Corporation,Express5800/GT110f-S,6488.0,45.1,15.9,1,4,2,Intel Xeon E3-1265LV3,2500,8,8
741,power_ssj2008,NEC Corporation,Express5800/R110c-1,2009.0,118.0,46.5,1,4,2,Intel Xeon X3470,2933,8,8
742,power_ssj2008,NEC Corporation,Express5800/R120b-1,2707.0,259.0,82.9,2,6,2,Intel Xeon X5675,3066,24,24
743,power_ssj2008,NEC Corporation,Express5800/R120b-1,2648.0,255.0,84.3,2,6,2,Intel Xeon X5675,3066,24,24
744,power_ssj2008,NEC Corporation,Express5800/R120b-1,2340.0,257.0,79.0,2,6,2,Intel Xeon X5670,2933,16,24
745,power_ssj2008,NEC Corporation,Express5800/R120b-2,2772.0,250.0,80.1,2,6,2,Intel Xeon X5675,3066,24,24
746,power_ssj2008,NEC Corporation,Express5800/R120b-2,2709.0,246.0,80.4,2,6,2,Intel Xeon X5675,3066,24,24
747,power_ssj2008,NEC Corporation,Express5800/R120b-2,2404.0,249.0,74.5,2,6,2,Intel Xeon X5670,2933,16,24
748,power_ssj2008,NEC Corporation,Express5800/R140b-4,1314.0,913.0,498.0,4,8,2,Intel Xeon X7560,2266,128,64
749,power_ssj2008,NEC Corporation,Express5800/T120b-E,2488.0,258.0,80.1,2,6,2,Intel Xeon X5650,2666,24,24
750,power_ssj2008,NEC Corporation,Express5800/i120Ra-e1(Intel Xeon L5410),876.0,186.0,106.0,2,4,1,Intel Xeon L5410,2333,8,8
751,power_ssj2008,NEC Corporation,Express5800/iR120a-1E,1810.0,176.0,64.1,2,4,2,Intel Xeon L5520,2267,8,16
752,power_ssj2008,Nettrix,R620 G40,10103.0,491.0,137.0,2,32,2,Intel Xeon Platinum 8352Y,2200,256,128
753,power_ssj2008,Nettrix,R620 G40,10799.0,591.0,142.0,2,38,2,Intel Xeon Platinum 8368Q,2600,256,152
754,power_ssj2008,Nettrix,R620 G40,13223.0,468.0,110.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
755,power_ssj2008,Nettrix,R620 G50,16828.0,718.0,149.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
756,power_ssj2008,Nettrix,R620 G50,15025.0,802.0,152.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
757,power_ssj2008,Nettrix,R620 G50 LP,14714.0,814.0,157.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
758,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,11047.0,7561.0,891.0,30,28,2,Intel Xeon Platinum 8180,2500,2880,1680
759,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,11066.0,7967.0,959.0,32,28,2,Intel Xeon Platinum 8180,2500,3072,1792
760,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,10954.0,4993.0,631.0,20,28,2,Intel Xeon Platinum 8180,2500,1920,1120
761,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,11000.0,5479.0,681.0,22,28,2,Intel Xeon Platinum 8180,2500,2,1232
762,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,11001.0,5999.0,735.0,24,28,2,Intel Xeon Platinum 8180,2500,2,1344
763,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,10996.0,6532.0,787.0,26,28,2,Intel Xeon Platinum 8180,2500,2,1456
764,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,11046.0,7031.0,838.0,28,28,2,Intel Xeon Platinum 8180,2500,2,1568
765,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,10820.0,3982.0,498.0,16,28,2,Intel Xeon Platinum 8180,2500,1536,896
766,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer B5700 G3,10780.0,4479.0,558.0,18,28,2,Intel Xeon Platinum 8180,2500,1728,1008
767,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R4900 G5,12521.0,609.0,119.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
768,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R4900 G5,12521.0,609.0,119.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
769,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R4900 G6 Ultra,16881.0,877.0,153.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
770,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,13107.0,915.0,94.2,4,28,2,Intel Xeon Platinum 8280L,2700,384,224
771,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,12190.0,956.0,99.6,4,28,2,Intel Xeon Platinum 8180,2500,384,224
772,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,12747.0,963.0,95.5,4,28,2,Intel Xeon Platinum 8280L,2700,384,224
773,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6700 G3,11964.0,957.0,99.8,4,28,2,Intel Xeon Platinum 8180,2500,384,224
774,power_ssj2008,"New H3C Technologies Co., Ltd.",H3C UniServer R6900 G5,11159.0,1005.0,89.2,4,28,2,Intel Xeon Platinum 8380HL,2900,384,224
775,power_ssj2008,"New H3C Technologies Co., Ltd.",UniServer R4900 G3,12368.0,430.0,58.4,2,28,2,Intel(R) Xeon(R) Platinum 8180 CPU,2500,96,112
776,power_ssj2008,Nokia Corporation,AE-SER1U-A,6183.0,877.0,247.0,5,20,2,Intel(R) Xeon(R) Gold 6210U CPU,2500,320,200
777,power_ssj2008,Plat'Home,Cloud Station E,1903.0,172.0,56.2,2,4,2,Intel Xeon L5530,2400,8,16
778,power_ssj2008,Plat'Home,Cloud Station E,1846.0,169.0,56.7,2,4,2,Intel Xeon L5520,2260,8,16
779,power_ssj2008,Plat'Home,TRQX-1/50SA,628.0,268.0,178.0,2,4,1,Xeon L5420,2500,16,8
780,power_ssj2008,Powerleader,PR2510D2,1135.0,161.0,84.6,2,4,1,Intel Xeon L5430,2660,8,8
781,power_ssj2008,Quanta Cloud Technology,QuantaGrid D43K-1U,21949.0,453.0,78.5,2,64,2,AMD EPYC 7763,2450,256,256
782,power_ssj2008,Quanta Cloud Technology,QuantaGrid D53XQ-2U,12217.0,630.0,123.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
783,power_ssj2008,Quanta Cloud Technology,QuantaGrid D54Q-2U,13676.0,926.0,187.0,2,56,2,Intel Xeon 8480+,2000,512,224
784,power_ssj2008,Quanta Cloud Technology,QuantaGrid D54Q-2U,12751.0,982.0,192.0,2,56,2,Intel Xeon 8480+,2000,512,224
785,power_ssj2008,Quanta Computer Inc.,QuantaGrid D43K-1U,19476.0,471.0,85.5,2,64,2,AMD EPYC 7773X,2200,256,256
786,power_ssj2008,Quanta Computer Inc.,QuantaGrid D51B-2U,11568.0,247.0,46.6,2,22,2,Intel Xeon E5-2699 v4,2200,64,88
787,power_ssj2008,Quanta Computer Inc.,QuantaGrid D51B-2U,10238.0,272.0,49.6,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
788,power_ssj2008,Quanta Computer Inc.,QuantaGrid D52B-2U,12047.0,454.0,40.3,2,28,2,Intel Xeon Platinum 8180,2500,192,112
789,power_ssj2008,Quanta Computer Inc.,QuantaGrid D52BQ-2U,13613.0,414.0,37.7,2,28,2,Intel Xeon Platinum 8280L,2700,96,112
790,power_ssj2008,Quanta Computer Inc.,QuantaGrid D52BQ-2U,12801.0,401.0,38.4,2,28,2,Intel Xeon Platinum 8180,2500,96,112
791,power_ssj2008,Quanta Computer Inc.,QuantaGrid D52BQ-2U,12438.0,426.0,39.5,2,28,2,Intel Xeon Platinum 8180,2500,192,112
792,power_ssj2008,Quanta Computer Inc.,QuantaGrid S31A-1U,7908.0,47.9,14.4,1,4,2,Intel E3-1260L v5,2900,16,8
793,power_ssj2008,Quanta Computer Inc.,QuantaGrid T42S-2U,11444.0,1478.0,206.0,8,28,2,Intel Xeon Platinum 8176,2100,768,448
794,power_ssj2008,SGI,Altix XE250 (Intel Xeon processor E5472),661.0,322.0,187.0,2,4,1,Intel Xeon E5472,3000,16,8
795,power_ssj2008,SGI,Altix XE250 (Intel Xeon processor X5272),450.0,280.0,186.0,2,2,1,Intel Xeon X5272,3400,8,4
796,power_ssj2008,SGI,"Altix XE320 Single Node (2.5 GHz, Intel Xeon processor E5420)",681.0,260.0,155.0,2,4,1,Intel Xeon E5420,2500,16,8
797,power_ssj2008,SGI,"Altix XE320 Single Node (3.0 GHz, Intel Xeon processor E5472)",748.0,287.0,156.0,2,4,1,Intel Xeon E5472,3000,16,8
798,power_ssj2008,SGI,"Rackable C2005-TY6 (Intel Xeon X5670, 2.93 GHz)",3077.0,226.0,59.1,2,6,2,Intel Xeon X5670,2933,12,24
799,power_ssj2008,SGI,Rackable C2112-4G10,2611.0,1387.0,265.0,8,16,1,AMD Opteron 6276,2300,128,128
800,power_ssj2008,SGI,Rackable C2112-4RP4,4571.0,1116.0,268.0,8,8,2,Intel Xeon E5-2660,2200,96,128
801,power_ssj2008,SGI,Rackable C2112-4TY14,2788.0,724.0,255.0,8,6,2,Intel Xeon L5640,2267,64,96
802,power_ssj2008,Sugon,A620-G30,10831.0,296.0,94.9,2,32,2,AMD EPYC 7601,2200,128,128
803,power_ssj2008,Sugon,A620-G30(AMD EPYC 7351),6507.0,278.0,103.0,2,16,2,AMD EPYC 7351,2400,128,64
804,power_ssj2008,Sugon,A620-G30(AMD EPYC 7501),9248.0,307.0,103.0,2,32,2,AMD EPYC 7501,2000,128,128
805,power_ssj2008,Sugon,I620-G30 (Intel Xeon Gold 5117),8079.0,245.0,51.9,2,14,2,Intel Xeon Gold 5117,2000,192,56
806,power_ssj2008,Sugon,I620-G30 (Intel Xeon Gold 6140),9230.0,343.0,52.4,2,18,2,Intel Xeon Gold 6140,2300,192,72
807,power_ssj2008,Sugon,I620-G30 (Intel Xeon Gold 6152),9825.0,364.0,53.1,2,22,2,Intel Xeon Gold 6152,2100,192,88
808,power_ssj2008,Sugon,I620-G30 (Intel Xeon Platinum 8180),12306.0,450.0,54.6,2,28,2,Intel Xeon Platinum 8180,2500,192,112
809,power_ssj2008,Sugon,I620-G30(Intel Xeon Platinum 8160),10255.0,387.0,53.4,2,24,2,Intel Xeon Platinum 8160,2100,192,96
811,power_ssj2008,Sugon,Sugon I620-G20,9939.0,264.0,52.5,2,18,2,Intel Xeon E5-2699 v3,2300,128,72
812,power_ssj2008,Sugon,Sugon I620-G30(Intel Xeon Platinum 8180 @2.50GHz),11573.0,419.0,67.2,2,28,2,Intel Xeon Platinum 8180,2500,192,112
813,power_ssj2008,"Sun Microsystems, Inc.",Sun Netra X4250,478.0,294.0,226.0,2,4,1,Intel Xeon L5408,2133,32,8
814,power_ssj2008,"Sun Microsystems, Inc.",Sun Netra X4250,437.0,296.0,225.0,2,4,1,Intel Xeon L5408,2133,32,8
815,power_ssj2008,"Sun Microsystems, Inc.",Sun Netra X4250,600.0,226.0,174.0,2,4,1,Intel Xeon L5408,2133,8,8
816,power_ssj2008,"Super Micro Computer, Inc.",Supermicro 6025B-TR+ (Intel Xeon processor 5160),318.0,315.0,216.0,2,2,1,Intel Xeon processor 5160,3000,8,4
817,power_ssj2008,"Super Micro Computer, Inc.",Supermicro 6025B-TR+ (Intel Xeon processor E5345),419.0,334.0,220.0,2,4,1,Intel Xeon processor E5345,2333,8,8
818,power_ssj2008,"Super Micro Computer, Inc.",Supermicro 6025B-TR+ (Intel Xeon processor E5345),435.0,334.0,219.0,2,4,1,Intel Xeon processor E5345,2333,16,8
819,power_ssj2008,"Super Micro Computer, Inc.",Supermicro 6025B-TR+ (Intel Xeon processor E5345),385.0,357.0,245.0,2,4,1,Intel Xeon processor E5345,2333,8,8
820,power_ssj2008,"Super Micro Computer, Inc.",Supermicro 6025B-TR+ (Intel Xeon processor L5335),423.0,300.0,223.0,2,4,1,Intel Xeon processor L5335,2000,8,8
821,power_ssj2008,"Super Micro Computer, Inc.",Supermicro 6025B-TR+ (Intel Xeon processor L5335),438.0,300.0,223.0,2,4,1,Intel Xeon processor L5335,2000,16,8
822,power_ssj2008,"SuperMicro, Inc.",Supermicro 6025B-TR+ (Intel Xeon processor 5160),338.0,291.0,191.0,2,2,1,Intel Xeon processor 5160,3000,8,4
823,power_ssj2008,"SuperMicro, Inc.",Supermicro 6025B-TR+ (Intel Xeon processor L5335),468.0,276.0,198.0,2,4,1,Intel Xeon processor L5335,2000,8,8
824,power_ssj2008,Supermicro,SYS-6027R-72RF,2956.0,347.0,115.0,2,8,2,Intel Xeon E5-2665,2400,128,32
825,power_ssj2008,Supermicro,SYS-7047R-72RF,3145.0,331.0,102.0,2,8,2,Intel Xeon E5-2665,2400,128,32
826,power_ssj2008,Supermicro Computer Inc.,1022G-NTF,2892.0,320.0,82.6,2,16,1,AMD Opteron 6278,2400,64,32
827,power_ssj2008,Supermicro Computer Inc.,1022G-NTF,2805.0,306.0,77.0,2,16,1,AMD Opteron 6276,2300,32,32
828,power_ssj2008,Supermicro Computer Inc.,1022G-NTF,2618.0,213.0,70.3,2,16,1,AMD Opteron 6262 HE,1600,32,32
829,power_ssj2008,"Supermicro Computer, Inc.",1022G-NTF,4040.0,308.0,77.9,2,16,1,AMD Opteron 6380,2500,64,32
830,power_ssj2008,"Supermicro Computer, Inc.",1022G-NTF,3966.0,216.0,72.7,2,16,1,AMD Opteron 6366 HE,1800,64,32
831,power_ssj2008,Supermicro Inc,SuperServer 741GE-TNRT,13546.0,957.0,194.0,2,60,2,Intel Xeon Platinum 8490H,1900,512,240
832,power_ssj2008,Supermicro Inc,SuperServer SYS-521E-WR,14537.0,482.0,93.9,1,60,2,Intel Xeon Platinum 8490H,1900,256,120
833,power_ssj2008,Supermicro Inc,SuperServer SYS-621C-TN12R,14200.0,988.0,163.0,2,60,2,Intel Xeon Platinum 8490H,1900,256,240
834,power_ssj2008,Supermicro Inc.,1021M-UR+B,1044.0,210.0,119.0,2,4,1,AMD Opteron 2376HE,2300,16,8
836,power_ssj2008,Supermicro Inc.,2021M-UR+,731.0,269.0,138.0,2,4,1,AMD Opteron 2380,2500,16,8
837,power_ssj2008,Supermicro Inc.,6015C-MTB,990.0,174.0,96.8,2,4,1,Intel Xeon L5420,2500,8,8
838,power_ssj2008,Supermicro Inc.,6025W-NTR+,561.0,279.0,179.0,2,4,1,Intel Xeon L5420,2500,16,8
839,power_ssj2008,Supermicro Inc.,SYS-1028R-WC1RT,8004.0,302.0,75.9,2,18,2,Intel Xeon E5-2699 v3,2300,32,72
840,power_ssj2008,Supermicro Inc.,SYS-1029U-TR4,12265.0,426.0,61.8,2,28,2,Intel Xeon Platinum 8280L,2700,384,112
841,power_ssj2008,Supermicro Inc.,SYS-1029U-TR4,11960.0,423.0,64.2,2,56,2,Intel Xeon Platinum 8180,2500,192,224
846,power_ssj2008,Supermicro Inc.,Server 1123US-TR4,19391.0,412.0,99.2,2,64,2,AMD EPYC 7702,2000,512,256
847,power_ssj2008,Supermicro Inc.,Server 1123US-TR4,10206.0,303.0,98.4,2,32,2,AMD EPYC 7501,2000,512,128
848,power_ssj2008,Supermicro Inc.,Server 2024US-TRT,19666.0,464.0,191.0,2,64,2,AMD EPYC 7773X,2200,512,256
849,power_ssj2008,Supermicro Inc.,SuperServer SYS-6029P-WTR,13623.0,385.0,48.6,2,28,2,Intel Xeon Platinum 8280,2700,192,112
850,power_ssj2008,Supermicro Inc.,SuperServer SYS-6029P-WTR,13295.0,416.0,48.1,2,28,2,Intel Xeon Platinum 8276M,2200,192,112
851,power_ssj2008,Supermicro Inc.,SuperServer SYS-620C-TN12R,13544.0,622.0,101.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
852,power_ssj2008,Supermicro Inc.,SuperServer SYS-740GP-TNRT,12568.0,633.0,118.0,2,40,2,Intel Xeon Platinum 8380,2300,512,160
853,power_ssj2008,Supermicro Inc.,System 1027B-URF,3913.0,285.0,62.4,2,8,2,Intel Xeon E5-2470,2300,24,32
854,power_ssj2008,Supermicro Inc.,System 6027R-WRF,3915.0,272.0,83.6,2,8,2,Intel Xeon E5-2660,2200,32,32
855,power_ssj2008,Supermicro Inc.,System 7047GR-TRF,2696.0,413.0,101.0,2,8,2,Intel Xeon E5-2670,2300,64,32
856,power_ssj2008,Tyan Computer Corp.,Transport GT24 (B2912-E),860.0,264.0,121.0,2,4,1,AMD Opteron 2384,2700,16,8
857,power_ssj2008,Tyan Computer Corp.,Transport GT24 (B2912-E),826.0,264.0,136.0,2,4,1,AMD Opteron 2384,2700,16,8
858,power_ssj2008,Tyan Computer Corporation,B8228Y190X2-045V4H,3293.0,186.0,59.5,2,8,1,AMD Opteron 4376 HE,2600,32,16
859,power_ssj2008,Tyan Computer Corporation,B8228Y190X2-045V4H,3052.0,256.0,60.9,2,8,1,AMD Opteron 4386,3100,32,16
860,power_ssj2008,Tyan Computer Corporation,B8228Y190X2-045V4H,2137.0,109.0,56.8,2,4,1,AMD Opteron 4310 EE,2200,32,8
861,power_ssj2008,UNIWIDE,RC2212,2901.0,291.0,127.0,2,10,2,Intel(R) Xeon(R) Silver 4210 CPU,2200,768,40
862,power_ssj2008,"Verari Systems, Inc.",RB1305,1927.0,224.0,53.7,2,4,2,"Intel Xeon X5570,",2930,8,16
863,power_ssj2008,XSLAB,V-Raptor SQ,3110.0,269.0,206.0,384,1,1,ARM Cortex-A53 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,256,384
864,power_ssj2008,XSLAB,V-Raptor SQ,3337.0,269.0,206.0,384,1,1,ARM Cortex A53 24 Cores: SOCIONEXT SC2A11 ARM SoC,1000,256,384
865,power_ssj2008,ZT Systems,1224Ra Datacenter Server,1379.0,172.0,73.1,2,4,1,AMD Opteron 2377 EE,2300,16,8
866,power_ssj2008,ZT Systems,1224Ra Datacenter Server,1614.0,178.0,74.6,2,6,1,AMD Opteron 2419 EE,1800,8,12
867,power_ssj2008,ZT Systems,1224Ra Datacenter Server,1532.0,218.0,80.4,2,6,1,AMD Opteron 2425 HE,2100,16,12
868,power_ssj2008,ZT Systems,1253Ra Datacenter Server,2106.0,126.0,56.6,2,6,1,AMD Opteron 4164 EE,1800,16,12
869,power_ssj2008,"xFusion Digital Technologies Co., Ltd",FusionServer 2288H V7,16653.0,836.0,147.0,2,56,2,Intel Xeon Platinum 8480+,2000,512,224
870,power_ssj2008,"xFusion Digital Technologies Co., Ltd",FusionServer 5288 V7,16285.0,835.0,147.0,2,56,2,Intel Xeon Platinum 8480+,2000,512,224
