,Benchmark,Hardware Vendor,System,Result,avg. watts @ 100%,avg. watts @ active idle,Chips,# Cores Per Chip,# Threads Per Core,CPU Description,Processor MHz,Total Memory (GB),Total Threads
360,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen10,12313.0,451.0,48.7,2,28,2,Intel Xeon Platinum 8180,2500,96,112
361,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen10 Plus,12170.0,651.0,119.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
362,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen10 Plus,12052.0,623.0,110.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
363,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen11,12609.0,616.0,179.0,2,56,2,Intel Xeon Platinum 8480+,2000,256,224
364,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen11,12756.0,719.0,223.0,2,56,2,Intel Xeon Platinum 8480+,2000,256,224
365,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL360 Gen9,10118.0,276.0,45.0,2,18,2,Intel Xeon E5-2699 v3,2300,64,72
366,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL365 Gen10 Plus,18268.0,468.0,109.0,2,64,2,AMD EPYC 7713,2000,256,256
367,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL365 Gen11,25333.0,732.0,122.0,2,96,2,AMD EPYC 9654,2400,384,384
368,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL365 Gen11,22006.0,702.0,122.0,2,96,2,AMD EPYC 9654,2400,384,384
369,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL380 Gen10,11540.0,461.0,49.3,2,28,2,Intel Xeon Platinum 8180,2500,96,112
370,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL380 Gen10 Plus,11857.0,647.0,143.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
371,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL380 Gen10 Plus,11735.0,619.0,127.0,2,40,2,Intel Xeon Platinum 8380,2300,256,160
372,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL380 Gen11,13296.0,689.0,201.0,2,56,2,Intel Xeon Platinum 8480+,2000,256,224
373,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL380 Gen11,13288.0,594.0,158.0,2,56,2,Intel Xeon Platinum 8480+,2000,256,224
374,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL385 Gen10,18294.0,423.0,163.0,2,64,2,AMD EPYC 7702,2000,256,256
375,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL385 Gen10,18051.0,422.0,111.0,2,64,2,AMD EPYC 7702,2000,256,256
376,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL385 Gen10,11140.0,295.0,88.3,2,32,2,AMD EPYC 7601,2200,128,128
377,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL385 Gen10,11044.0,298.0,81.1,2,32,2,AMD EPYC 7601,2200,128,128
378,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL385 Gen10 Plus,19629.0,548.0,101.0,2,64,2,AMD EPYC 7773X,2200,256,256
379,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL385 Gen10 Plus,18329.0,546.0,120.0,2,64,2,AMD EPYC 7763,2450,256,256
380,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL385 Gen11,26228.0,720.0,125.0,2,96,2,AMD EPYC 9654,2400,384,384
381,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL385 Gen11,22881.0,679.0,121.0,2,96,2,AMD EPYC 9654,2400,384,384
382,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL560 Gen10,13022.0,849.0,103.0,4,28,2,Intel Xeon Platinum 8280,2700,192,224
383,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL560 Gen10,12045.0,942.0,90.1,4,28,2,Intel Xeon Platinum 8280,2700,192,224
384,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL560 Gen10,11463.0,942.0,88.6,4,28,2,Intel Xeon Platinum 8180,2500,192,224
385,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL560 Gen10,12120.0,944.0,82.9,4,28,2,Intel Xeon Platinum 8180,2500,192,224
386,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL560 Gen10,11662.0,936.0,88.9,4,28,2,Intel Xeon Platinum 8180,2500,192,224
387,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL560 Gen9,8151.0,557.0,86.3,4,18,2,Intel Xeon E5-4669 v3,2100,64,144
388,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL580 Gen10,11234.0,982.0,119.0,4,28,2,Intel Xeon Platinum 8280,2700,384,224
389,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL580 Gen10,12132.0,894.0,123.0,4,28,2,Intel Xeon Platinum 8280,2700,384,224
390,power_ssj2008,Hewlett Packard Enterprise,ProLiant DL580 Gen10,11424.0,963.0,110.0,4,28,2,Intel Xeon Platinum 8180,2500,192,224
391,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML30 Gen10 Plus,9800.0,77.2,20.0,1,8,2,Intel(R) Xeon(R) E-2388G CPU,3200,16,16
392,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML30 Gen10 Plus,10299.0,78.0,19.4,1,8,2,Intel(R) Xeon(R) E-2388G CPU,3200,16,16
393,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen10,11611.0,474.0,56.8,2,28,2,Intel Xeon Platinum 8280,2700,192,112
394,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen10,12272.0,435.0,64.2,2,28,2,Intel Xeon Platinum 8280,2700,192,112
395,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen10,10916.0,471.0,59.4,2,28,2,Intel Xeon Platinum 8180,2500,192,112
396,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen10,11845.0,459.0,58.1,2,28,2,Intel Xeon Platinum 8180,2500,192,112
397,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen11,13061.0,704.0,208.0,2,56,2,Intel Xeon Platinum 8480+,2000,256,224
398,power_ssj2008,Hewlett Packard Enterprise,ProLiant ML350 Gen11,13006.0,611.0,154.0,2,56,2,Intel Xeon Platinum 8480+,2000,256,224
399,power_ssj2008,Hewlett Packard Enterprise,Superdome Flex 280 - 4 Socket,7550.0,1117.0,258.0,4,28,2,Intel Xeon Platinum 8380HL,2900,768,224
400,power_ssj2008,Hewlett Packard Enterprise,Superdome Flex 280 - 4 Socket,7446.0,1158.0,254.0,4,28,2,Intel Xeon Platinum 8380HL,2900,768,224
401,power_ssj2008,Hewlett Packard Enterprise,Superdome Flex 280 - 8 Socket,7628.0,2148.0,500.0,8,28,2,Intel Xeon Platinum 8380HL,2900,1536,448
402,power_ssj2008,Hewlett Packard Enterprise,Superdome Flex 280 - 8 Socket,7369.0,2132.0,503.0,8,28,2,Intel Xeon Platinum 8380HL,2900,1536,448
403,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11215.0,2295.0,459.0,10,28,2,Intel Xeon Platinum 8280,2700,960,560
404,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10975.0,1860.0,398.0,8,28,2,Intel Xeon Platinum 8280,2700,768,448
405,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10580.0,1418.0,328.0,6,28,2,Intel Xeon Platinum 8280,2700,576,336
406,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,9936.0,982.0,257.0,4,28,2,Intel Xeon Platinum 8280,2700,384,224
407,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11804.0,4975.0,845.0,22,28,2,Intel Xeon Platinum 8280,2700,2112,1232
408,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11754.0,4519.0,779.0,20,28,2,Intel Xeon Platinum 8280,2700,1920,1120
409,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11676.0,4073.0,714.0,18,28,2,Intel Xeon Platinum 8280,2700,1728,1008
410,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11603.0,3627.0,658.0,16,28,2,Intel Xeon Platinum 8280,2700,1536,896
411,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11516.0,3182.0,585.0,14,28,2,Intel Xeon Platinum 8280,2700,1344,784
412,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11390.0,2736.0,518.0,12,28,2,Intel Xeon Platinum 8280,2700,1152,672
413,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11845.0,5384.0,922.0,24,28,2,Intel Xeon Platinum 8280,2700,2304,1344
414,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11051.0,5938.0,807.0,24,28,2,Intel Xeon Platinum 8280,2700,2304,1344
415,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,11017.0,5431.0,756.0,22,28,2,Intel Xeon Platinum 8280,2700,2112,1232
416,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10951.0,4940.0,700.0,20,28,2,Intel Xeon Platinum 8280,2700,1920,1120
417,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10897.0,4444.0,645.0,18,28,2,Intel Xeon Platinum 8280,2700,1728,1008
418,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10825.0,3958.0,598.0,16,28,2,Intel Xeon Platinum 8280,2700,1536,896
419,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10762.0,3472.0,535.0,14,28,2,Intel Xeon Platinum 8280,2700,1344,784
420,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10684.0,2980.0,477.0,12,28,2,Intel Xeon Platinum 8280,2700,1152,672
421,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10552.0,2494.0,425.0,10,28,2,Intel Xeon Platinum 8280,2700,960,560
422,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10693.0,5402.0,864.0,22,28,2,Intel Xeon Platinum 8180,2500,2,1232
423,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10641.0,4918.0,814.0,20,28,2,Intel Xeon Platinum 8180,2500,1920,1120
424,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10541.0,4444.0,746.0,18,28,2,Intel Xeon Platinum 8180,2500,1728,1008
425,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10429.0,3971.0,695.0,16,28,2,Intel Xeon Platinum 8180,2500,1536,896
426,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10301.0,3497.0,627.0,14,28,2,Intel Xeon Platinum 8180,2500,1344,784
427,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10203.0,2999.0,553.0,12,28,2,Intel Xeon Platinum 8180,2500,1152,672
428,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10237.0,2495.0,466.0,10,28,2,Intel Xeon Platinum 8180,2500,960,560
429,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Compute Module,10872.0,5816.0,901.0,24,28,2,Intel Xeon Platinum 8180,2500,2,1344
430,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11291.0,3370.0,897.0,10,40,2,Intel Xeon Platinum 8380 CPU,2300,1,800
431,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11470.0,4005.0,1038.0,12,40,2,Intel Xeon Platinum 8380 CPU,2300,1,960
432,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11819.0,6594.0,1607.0,20,40,2,Intel Xeon Platinum 8380 CPU,2300,2,1600
433,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11761.0,5947.0,1464.0,18,40,2,Intel Xeon Platinum 8380 CPU,2300,2,1440
434,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11670.0,5313.0,1324.0,16,40,2,Intel Xeon Platinum 8380 CPU,2300,2,1280
435,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11590.0,4667.0,1183.0,14,40,2,Intel Xeon Platinum 8380 CPU,2300,1,1120
436,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11894.0,7920.0,1892.0,24,40,2,Intel Xeon Platinum 8380 CPU,2300,3,1920
437,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11845.0,7262.0,1749.0,22,40,2,Intel Xeon Platinum 8380 CPU,2300,2,1760
438,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11254.0,3344.0,759.0,10,40,2,Intel Xeon Platinum 8380 CPU,2300,1280,800
439,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11621.0,5282.0,1107.0,16,40,2,Intel Xeon Platinum 8380 CPU,2300,2048,1280
440,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11716.0,5912.0,1218.0,18,40,2,Intel Xeon Platinum 8380 CPU,2300,2304,1440
441,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11807.0,7210.0,1447.0,22,40,2,Intel Xeon Platinum 8380 CPU,2300,2816,1760
442,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11765.0,6559.0,1335.0,20,40,2,Intel Xeon Platinum 8380 CPU,2300,2560,1600
443,power_ssj2008,Hewlett Packard Enterprise,Synergy 480 Gen10 Plus Compute Module,11849.0,7865.0,1563.0,24,40,2,Intel Xeon Platinum 8380 CPU,2300,3072,1920
444,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,12042.0,5409.0,781.0,24,28,2,Intel Xeon Platinum 8280,2700,2304,1344
445,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,11942.0,4503.0,675.0,20,28,2,Intel Xeon Platinum 8280,2700,1920,1120
446,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,11799.0,3611.0,570.0,16,28,2,Intel Xeon Platinum 8280,2700,1536,896
447,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,11547.0,2731.0,465.0,12,28,2,Intel Xeon Platinum 8280,2700,1152,672
448,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,10977.0,1864.0,361.0,8,28,2,Intel Xeon Platinum 8280,2700,768,448
449,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,11179.0,5989.0,679.0,24,28,2,Intel Xeon Platinum 8280,2700,2304,1344
450,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,11074.0,4983.0,592.0,20,28,2,Intel Xeon Platinum 8280,2700,1920,1120
451,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,11007.0,3978.0,500.0,16,28,2,Intel Xeon Platinum 8280,2700,1536,896
452,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,10754.0,3004.0,421.0,12,28,2,Intel Xeon Platinum 8280,2700,1152,672
453,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,10349.0,2045.0,330.0,8,28,2,Intel Xeon Platinum 8280,2700,768,448
454,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,10855.0,5001.0,664.0,20,28,2,Intel Xeon Platinum 8180,2500,1920,1120
455,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,10648.0,4030.0,572.0,16,28,2,Intel Xeon Platinum 8180,2500,1536,896
456,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,10373.0,3048.0,478.0,12,28,2,Intel Xeon Platinum 8180,2500,1152,672
457,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,10323.0,2048.0,326.0,8,28,2,Intel Xeon Platinum 8180,2500,768,448
458,power_ssj2008,Hewlett Packard Enterprise,Synergy 660 Gen10 Compute Module,11021.0,5968.0,758.0,24,28,2,Intel Xeon Platinum 8180,2500,2304,1344
459,power_ssj2008,Hewlett-Packard,"ProLiant DL385 G6 (2.6GHz, AMD Opteron 2435 processor)",1307.0,258.0,120.0,2,6,1,AMD Opteron 2435,2600,16,12
460,power_ssj2008,Hewlett-Packard Company,ProLiant BL280c G6,1877.0,2783.0,802.0,32,4,2,Intel Xeon L5520,2267,128,256
461,power_ssj2008,Hewlett-Packard Company,ProLiant BL2x220c G6,2113.0,5547.0,1696.0,64,4,2,Intel Xeon L5520,2266,256,512
462,power_ssj2008,Hewlett-Packard Company,"ProLiant DL120 G5 (2.83 GHz, Intel Xeon processor X3360)",908.0,136.0,69.5,1,4,1,Intel Xeon X3360,2833,8,4
463,power_ssj2008,Hewlett-Packard Company,"ProLiant DL160 G5 (2.50 GHz, Intel Xeon processor L5420)",734.0,233.0,148.0,2,4,1,Intel Xeon L5420,2500,16,8
464,power_ssj2008,Hewlett-Packard Company,"ProLiant DL165 G7 (2.30 GHz, AMD Opteron 6276 processor)",2881.0,308.0,68.9,2,16,1,AMD Opteron 6276,2300,32,32
465,power_ssj2008,Hewlett-Packard Company,ProLiant DL170e G6,3212.0,660.0,178.0,8,6,2,Intel Xeon L5640,2267,64,96
466,power_ssj2008,Hewlett-Packard Company,"ProLiant DL170h G6 (2.4 GHz, Intel Xeon L5530)",2188.0,680.0,217.0,8,4,2,Intel Xeon L5530,2400,32,64
467,power_ssj2008,Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor)",3008.0,883.0,216.0,8,6,2,Intel Xeon X5670,2933,64,96
468,power_ssj2008,Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor)",2882.0,952.0,219.0,8,6,2,Intel Xeon X5670,2933,64,96
469,power_ssj2008,Hewlett-Packard Company,"ProLiant DL180 G5 (2.50 GHz, Intel Xeon processor L5420)",930.0,189.0,106.0,2,4,1,Intel Xeon L5420,2500,8,8
472,power_ssj2008,Hewlett-Packard Company,ProLiant DL360 G6,2013.0,186.0,62.0,2,4,2,Intel Xeon L5530,2400,8,16
474,power_ssj2008,Hewlett-Packard Company,"ProLiant DL360 G6 (2.93 GHz, Intel Xeon X5670 processor)",2692.0,250.0,68.9,2,6,2,Intel Xeon X5670,2933,16,24
475,power_ssj2008,Hewlett-Packard Company,"ProLiant DL360 G6 (2.93GHz, Intel Xeon processor X5570)",1586.0,245.0,88.4,2,4,2,Intel Xeon X5570,2933,8,16
476,power_ssj2008,Hewlett-Packard Company,"ProLiant DL360 G7 (2.26 GHz, Intel Xeon L5640 processor)",2979.0,178.0,54.6,2,6,2,Intel Xeon L5640,2266,16,24
477,power_ssj2008,Hewlett-Packard Company,"ProLiant DL360 G7 (3.07 GHz, Intel Xeon X5675 processor)",3329.0,216.0,55.6,2,6,2,Intel Xeon X5675,3067,16,24
478,power_ssj2008,Hewlett-Packard Company,"ProLiant DL365 G5 (2.70GHz, AMD Opteron processor 2384)",817.0,268.0,144.0,2,4,1,AMD Opteron 2384,2700,8,8
479,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G4 (3.8GHz, Intel Xeon processor)",45.2,394.0,226.0,2,1,2,Intel Xeon,3800,8,4
480,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G5 (2.66GHz, Intel Xeon L5430 processor)",734.0,253.0,170.0,2,4,1,Intel Xeon L5430,2666,16,8
481,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G5 (3.00GHz, Intel Xeon 5160 processor)",382.0,258.0,172.0,2,2,1,Intel Xeon 5160,3000,8,4
482,power_ssj2008,Hewlett-Packard Company,ProLiant DL380 G6,2012.0,187.0,63.7,2,4,2,Intel Xeon L5530,2400,8,16
484,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G6 (2.93 GHz, Intel Xeon X5670 processor)",2780.0,249.0,68.1,2,6,2,Intel Xeon X5670,2933,16,24
485,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G7 (2.26 GHz, Intel Xeon L5640 processor)",3052.0,172.0,53.6,2,6,2,Intel Xeon L5640,2266,16,24
486,power_ssj2008,Hewlett-Packard Company,"ProLiant DL380 G7 (3.07 GHz, Intel Xeon X5675 processor)",3197.0,222.0,52.3,2,6,2,Intel Xeon X5675,3067,16,24
487,power_ssj2008,Hewlett-Packard Company,"ProLiant DL385 G5 (2.30GHz, AMD Opteron processor 2356)",498.0,299.0,178.0,2,4,1,AMD Opteron 2356,2300,8,8
488,power_ssj2008,Hewlett-Packard Company,"ProLiant DL385 G5p (2.70GHz, AMD Opteron processor 2384)",835.0,257.0,147.0,2,4,1,AMD Opteron 2384,2700,8,8
489,power_ssj2008,Hewlett-Packard Company,"ProLiant DL385 G6 (2.6GHz, AMD Opteron 2435 processor)",1394.0,260.0,124.0,2,6,1,AMD Opteron 2435,2600,16,12
490,power_ssj2008,Hewlett-Packard Company,"ProLiant DL385 G7 (2.2GHz, AMD Opteron 6174)",2355.0,271.0,101.0,2,12,1,AMD Opteron 6174,2200,16,24
491,power_ssj2008,Hewlett-Packard Company,"ProLiant DL385p Gen8 (2.50 GHz, AMD Opteron 6380 processor)",4116.0,306.0,66.6,2,16,1,AMD Opteron 6380,2500,64,32
493,power_ssj2008,Hewlett-Packard Company,ProLiant DL580 G3,61.1,833.0,520.0,4,2,2,Intel Xeon Processor 7020,2660,16,16
494,power_ssj2008,Hewlett-Packard Company,ProLiant DL580 G4,114.0,732.0,575.0,4,2,2,Intel Xeon Processor 7110M,2600,16,16
495,power_ssj2008,Hewlett-Packard Company,ProLiant DL580 G5 (Historical),489.0,627.0,418.0,4,4,1,Intel Xeon Processor E7330,2400,64,16
496,power_ssj2008,Hewlett-Packard Company,"ProLiant DL585 G5 (2.70GHz, AMD Opteron 8384)",763.0,521.0,299.0,4,4,1,AMD Opteron 8384,2700,16,16
497,power_ssj2008,Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz, AMD Opteron 8376 HE)",866.0,799.0,444.0,8,4,1,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,32,32
498,power_ssj2008,Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz, AMD Opteron 8376 HE)",872.0,796.0,427.0,8,4,1,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,32,32
499,power_ssj2008,Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz, AMD Opteron 8381 HE)",905.0,793.0,430.0,8,4,1,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,32,32
500,power_ssj2008,Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz, AMD Opteron 8381 HE)",927.0,792.0,418.0,8,4,1,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,32,32
501,power_ssj2008,Hewlett-Packard Company,"ProLiant DL785 G6 (2.1 GHz, AMD Opteron 8425 HE)",1297.0,852.0,468.0,8,6,1,Six-Core AMD Opteron(r) Processor 8425 HE,2100,32,48
502,power_ssj2008,Hewlett-Packard Company,ProLiant ML110 G3 (Historical),190.0,169.0,105.0,1,2,1,Intel Pentium D Processor 930,3000,4,2
503,power_ssj2008,Hewlett-Packard Company,ProLiant ML110 G4,268.0,117.0,86.0,1,2,1,Intel Xeon Processor 3040,1860,4,2
504,power_ssj2008,Hewlett-Packard Company,ProLiant ML110 G5,431.0,135.0,93.7,1,2,1,Intel Xeon Processor 3075,2660,4,2
505,power_ssj2008,Hewlett-Packard Company,"ProLiant SL170s G6 (3.06 GHz, Intel Xeon X5675 processor)",3322.0,1761.0,389.0,16,6,2,Intel Xeon X5675,3067,128,192
506,power_ssj2008,Hewlett-Packard Company,ProLiant SL2X170z G6,3106.0,858.0,194.0,8,6,2,Intel Xeon X5670,2933,64,96
507,power_ssj2008,Hewlett-Packard Company,ProLiant SL2x170z G6,3210.0,662.0,181.0,8,6,2,Intel Xeon L5640,2267,64,96
508,power_ssj2008,Hewlett-Packard Company,ProLiant SL2x170z G6,2357.0,656.0,179.0,8,4,2,Intel Xeon L5530,2400,32,64
510,power_ssj2008,Hewlett-Packard Company,"ProLiant SL2x170z G6 (2.4 GHz, Intel Xeon L5530)",2316.0,664.0,191.0,8,4,2,Intel Xeon L5530,2400,32,64
511,power_ssj2008,Hewlett-Packard Company,"Proliant DL160 G5 (3.0 GHz, Intel Xeon processor E5450)",698.0,269.0,160.0,2,4,1,Intel Xeon E5450,3000,16,8
512,power_ssj2008,Hewlett-Packard Company,"Proliant DL180 G5 (3.00 GHz, Intel Xeon processor E5450)",778.0,244.0,123.0,2,4,1,Intel Xeon E5450,3000,16,8
513,power_ssj2008,Hewlett-Packard Company,"Proliant DL360 G5 (3.0 GHz, Intel Xeon processor E5450)",662.0,288.0,180.0,2,4,1,Intel Xeon E5450,3000,16,8
514,power_ssj2008,Hewlett-Packard Company,"Proliant DL580 G5 (1.86 GHz, Intel Xeon processor L7345)",546.0,387.0,271.0,4,4,1,Intel Xeon L7345,1860,16,16
515,power_ssj2008,"Hitachi, Ltd.",BS2000 Server Blade E55A2,2059.0,2507.0,1048.0,16,6,2,Intel Xeon X5675,3067,192,192
516,power_ssj2008,"Hitachi, Ltd.",BS2000 Server Blade E57A2,1586.0,3948.0,2024.0,16,10,2,Intel Xeon processor E7-8870,2400,256,320
517,power_ssj2008,"Hitachi, Ltd.",BS320 Server Blade C51P5,2377.0,2799.0,1278.0,20,6,2,Intel Xeon X5675,3067,240,240
518,power_ssj2008,"Hitachi, Ltd.",HA8000-bd/BD10X1,1856.0,1897.0,833.0,40,2,2,Intel Core i7 610E,2533,320,160
519,power_ssj2008,"Hitachi, Ltd.",HA8000/RS110 (CK1),1787.0,137.0,51.5,1,4,2,Intel Xeon X3480,3067,8,8
520,power_ssj2008,"Hitachi, Ltd.",HA8000/RS110 (DL),2876.0,114.0,37.6,1,4,2,Intel Xeon E3-1280,3500,8,8
521,power_ssj2008,"Hitachi, Ltd.",HA8000/RS110 (DL2),3744.0,94.0,45.8,1,4,2,Intel Xeon E3-1280v2,3600,8,8
522,power_ssj2008,"Hitachi, Ltd.",HA8000/RS110-hHM,3224.0,171.0,58.2,1,8,2,Intel Xeon E5-2470,2300,16,16
523,power_ssj2008,"Hitachi, Ltd.",HA8000/RS210 (AL),2229.0,293.0,118.0,2,6,2,Intel Xeon X5675,3066,48,24
524,power_ssj2008,"Hitachi, Ltd.",HA8000/RS210 (LK1),2125.0,302.0,136.0,2,6,2,Intel Xeon X5670,2933,24,24
525,power_ssj2008,"Hitachi, Ltd.",HA8000/RS210-hHM,3597.0,337.0,99.3,2,8,2,Intel Xeon E5-2670,2600,32,32
526,power_ssj2008,"Hitachi, Ltd.",HA8000/RS210AM,3775.0,297.0,92.9,2,8,2,Intel Xeon E5-2470,2300,32,32
527,power_ssj2008,"Hitachi, Ltd.",HA8000/RS220 (AL),2204.0,293.0,124.0,2,6,2,Intel Xeon X5675,3066,48,24
528,power_ssj2008,"Hitachi, Ltd.",HA8000/RS220 (LK1),2126.0,297.0,132.0,2,6,2,Intel Xeon X5670,2933,24,24
